GEN1,GEN2
TNFRSF9,SAMSN1
TNFRSF9,CD68
TNFRSF9,LIPM
TNFRSF9,STAT1
TNFRSF9,CXCL9
TNFRSF9,SLC1A3
TNFRSF9,SLAMF8
TNFRSF9,LILRB4
TNFRSF9,APBB1IP
TNFRSF9,MSR1
TNFRSF9,KCNAB2
TNFRSF9,LINC02195
TNFRSF9,TNFAIP6
TNFRSF9,GPR171
TNFRSF9,IL2RG
TNFRSF9,PSMB9
TNFRSF9,CRYBG1
TNFRSF9,CRTAM
TNFRSF9,SH2D1A
TNFRSF9,SAMD9
TNFRSF9,CXCR6
TNFRSF9,HAVCR2
TNFRSF9,LAIR2
TNFRSF9,SLA
TNFRSF9,ARHGAP30
TNFRSF9,LINC01050
TNFRSF9,CXCL10
TNFRSF9,CYTIP
TNFRSF9,IL12RB1
TNFRSF9,TNFRSF18
TNFRSF9,CD84
TNFRSF9,IL2RB
TNFRSF9,CXCR3
TNFRSF9,FAM78A
TNFRSF9,TNFSF13B
TNFRSF9,MICB
TNFRSF9,TYMP
TNFRSF9,CCRL2
TNFRSF9,CSTA
TNFRSF9,CD80
TNFRSF9,CXCR2P1
TNFRSF9,IFI44
TNFRSF9,VCAM1
TNFRSF9,TFEC
TNFRSF9,BATF
TNFRSF9,BOK
TNFRSF9,PTPRC
TNFRSF9,PLEK
TNFRSF9,ZNF267
TNFRSF9,LILRA6
TNFRSF9,LINC01943
TNFRSF9,BIRC3
TNFRSF9,PARP14
TNFRSF9,CCR1
TNFRSF9,LYZ
TNFRSF9,C1QC
TNFRSF9,GZMA
TNFRSF9,AIM2
TNFRSF9,LOC107984551
TNFRSF9,SLAMF7
TNFRSF9,ZBED2
TNFRSF9,SASH3
TNFRSF9,ICOS
TNFRSF9,ITGAL
EFNA5,MIR3198-2
EFNA5,ACTA1
MIR3198-2,PABPC1L
LILRA5,LAPTM5
LILRA5,APOBR
LILRA5,CLDN14
LILRA5,GPR174
LILRA5,NFAM1
LILRA5,CTSD
LILRA5,CCL5
LILRA5,SPHK1
LILRA5,CYTOR
LILRA5,CD84
LILRA5,KLHDC7B-DT
LILRA5,MIR4435-2HG
LILRA5,IFI27
LILRA5,SLC37A2
LILRA5,LINC01871
LILRA5,IFI30
LILRA5,OAS2
LILRA5,LINC02541
LILRA5,ADAMDEC1
LILRA5,MIR147B
LILRA5,ITGB2
LILRA5,SPN
LILRA5,CD180
LILRA5,KLHL6
LILRA5,HK3
LILRA5,PILRA
LILRA5,CD86
LILRA5,S100A3
LILRA5,LOC102724765
LILRA5,ADTRP
LILRA5,KCNN4
LILRA5,FPR3
LILRA5,CTSZ
LILRA5,CCR1
LILRA5,PELATON
LILRA5,ZKSCAN8P1
LILRA5,LOC105375172
LILRA5,SLAMF7
LILRA5,UNC93B1
LILRA5,LIPC
LILRA5,IL18
LILRA5,PSTPIP1
LILRA5,EVI2A
LILRA5,KLHDC7B
LILRA5,CD48
LILRA5,CASP1
LILRA5,CD68
LILRA5,CCR5
LILRA5,LOC105375798
LILRA5,RAC2
LILRA5,C1QB
LILRA5,TBC1D10C
LILRA5,CGAS
LILRA5,LILRB4
LILRA5,DOCK2
LILRA5,MSR1
LILRA5,SIGLEC8
LILRA5,IL2RG
LILRA5,CORO1A
LILRA5,SDS
LILRA5,BST2
LILRA5,MYO1G
LILRA5,C15orf48
LILRA5,IL7R
LILRA5,LINC01857
LILRA5,LY75
LILRA5,PTPN22
LILRA5,ARHGAP30
LILRA5,UPP1
LILRA5,FOSL1
LILRA5,ARL4C
LILRA5,PDCD1LG2
LILRA5,CALHM6
LILRA5,CD52
LILRA5,CYTIP
LILRA5,DENND2D
LILRA5,SP140
LILRA5,APOC2
LILRA5,DOK2
LILRA5,PTAFR
LILRA5,FMNL1-DT
LILRA5,APOBEC3G
LILRA5,TNFSF13B
LILRA5,EVI2B
LILRA5,TYMP
LILRA5,CCRL2
LILRA5,GALNT6
LILRA5,APOC1
LILRA5,KYNU
LILRA5,TFEC
LILRA5,LOC101928517
LILRA5,CD6
LILRA5,P2RY6
LILRA5,CCL18
LILRA5,LINC01943
LILRA5,BCL2A1
LILRA5,LYZ
LILRA5,UBASH3A
LILRA5,IL1R2
LILRA5,ZBP1
LILRA5,SLAMF8
LILRA5,IGSF6
LILRA5,TMEM244
LILRA5,CD3D
LILRA5,SASH3
LILRA5,NCF2
LILRA5,CD300A
LILRA5,TMEM156
LILRA5,EXOC3L4
LILRA5,ITGAL
LILRA5,CRTAM
LILRA5,CD300LF
LILRA5,OSCAR
LILRA5,CLDN14-AS1
LILRA5,CTSS
LILRA5,LOC102723996
LILRA5,HAVCR2
LILRA5,LINC01615
LILRA5,SLA
LILRA5,APOBEC3H
LILRA5,HECW2-AS1
LAPTM5,DOCK2
LAPTM5,ANPEP
LAPTM5,EXOC3L4
LAPTM5,APBB1IP
LAPTM5,FOSL1
LAPTM5,RGS1
LAPTM5,SLC1A3
LAPTM5,TNFRSF18
LAPTM5,SLC37A2
LAPTM5,C1QB
LAPTM5,OTOAP1
LAPTM5,FFAR4
PAQR4,SAP30
PAQR4,CKAP2
PAQR4,FOXM1
PAQR4,EZH2
PAQR4,C21orf58
PAQR4,CLSPN
SAP30,ADORA2B
SAP30,CDKN2C
SAP30,CDCA2
SAP30,CLSPN
SAP30,LRR1
SAP30,SLC25A40
SAP30,GRM4
SAP30,CDCA4
SAP30,SPSB4
SAP30,MYL11
SAP30,ASPM
SAP30,CDC6
SAP30,DIAPH3
SAP30,FAM72A
SAP30,FAM72C
SAP30,FANCI
SAP30,ANP32E
SAP30,TMEM106C
SAP30,NEK2
SAP30,MCM2
SAP30,ADCY1
SAP30,CKS2
SAP30,TPX2
SAP30,SKA3
SAP30,ZNF367
SAP30,TCF19
SAP30,CDKN2D
SAP30,CKAP2
SAP30,KIF18B
SAP30,PMAIP1
SAP30,KIF14
SAP30,FANCD2
SAP30,LOC107986126
SAP30,NCAPG
SAP30,RAD18
SAP30,MYBL1
SAP30,RAD51
SAP30,NCAPG2
SAP30,NUSAP1
SAP30,DSCAML1
SAP30,CENPF
SAP30,RIBC2
SAP30,CIP2A
SAP30,DEPDC1
SAP30,LRRIQ3
SAP30,BRIP1
SAP30,MCM6
SAP30,EZH2
SAP30,LOC100294145
SAP30,GTSE1
SAP30,FAM72B
SAP30,LCORL
SAP30,KNL1
SAP30,RMI2
SAP30,GARNL3
SAP30,CENPL
SAP30,CCNE1
SAP30,MASTL
SAP30,TNNI1
SAP30,CEP55
SAP30,FBXO5
SAP30,CA2
SAP30,RBL1
SAP30,LINC01238
SAP30,LOC105370705
SAP30,ZNF503
SAP30,CHAF1A
SAP30,WDR76
SAP30,LINC02849
SAP30,MND1
SAP30,LOC105370960
SAP30,KIF23
SAP30,PI4K2B
SAP30,BUB1B
SAP30,FLRT2-AS1
SAP30,ANLN
SAP30,SHCBP1
SAP30,SMC2
SAP30,CENPA
SAP30,DSN1
SAP30,MMS22L
SAP30,FAM72D
SAP30,ANKRD9
SAP30,DCLRE1B
SAP30,DBF4
SAP30,HOPX
SAP30,LIG1
SAP30,CDKN3
SAP30,FAM111B
SAP30,C9orf40
SAP30,USP1
SAP30,SLC43A3
SAP30,C10orf143
SAP30,STIL
SAP30,PBK
SAP30,CDK2
SAP30,TOP2A
SAP30,E2F7
SAP30,NUF2
SAP30,LHX2
SAP30,ACYP1
SAP30,HDGF
SAP30,TRAIP
SAP30,ARHGAP11A
SAP30,C8orf48
SAP30,CHAF1B
SAP30,ORC1
CDK1,GEN1
CDK1,MTBP
CDK1,BRIP1
CDK1,MAD2L1
CDK1,KIF18A
CDK1,ESCO2
CDK1,LOC100294145
CDK1,DNMT3B
CDK1,GTSE1
CDK1,CELSR3
CDK1,FAM72B
CDK1,LCORL
CDK1,ORC6
CDK1,C21orf58
CDK1,KNL1
CDK1,SKA1
CDK1,ESPL1
CDK1,CENPL
CDK1,KIF4A
CDK1,SNORA10
CDK1,RFC3
CDK1,CCNE1
CDK1,CCND2
CDK1,RAD54L
CDK1,RMI1
CDK1,SCARNA5
CDK1,FBXO5
CDK1,CENPU
CDK1,INCENP
CDK1,CENPH
CDK1,CENPI
CDK1,PASK
CDK1,CFAP20DC
CDK1,LOC105372115
CDK1,SMC4
CDK1,TTK
CDK1,SHMT1
CDK1,ZWINT
CDK1,BUB1B-PAK6
CDK1,NEK2
CDK1,CDC20
CDK1,BARD1
CDK1,DNAH11
CDK1,MND1
CDK1,PTPN3
CDK1,FAM83D
CDK1,LOC151760
CDK1,SKA3
CDK1,KIF23
CDK1,SGO2
CDK1,UBE2C
CDK1,C9orf43
CDK1,ADCY4
CDK1,ARHGAP11B
CDK1,TFDP1
CDK1,ANLN
CDK1,DDX11L17
CDK1,KIF15
CDK1,SRGAP2B
CDK1,C5orf34
CDK1,ATAD2
CDK1,POLA1
CDK1,BRCA2
CDK1,CLGN
CDK1,SMC2
CDK1,ATP6V0D1
CDK1,POLQ
CDK1,IRX5
CDK1,PLK4
CDK1,FAM110D
CDK1,TICRR
CDK1,DNA2
CDK1,CDC45
CDK1,ZIC2
CDK1,SGO1
CDK1,MMS22L
CDK1,IQGAP3
CDK1,FAM72D
CDK1,C4orf46
CDK1,DBF4
CDK1,EMC3-AS1
CDK1,INMT-MINDY4
CDK1,DDIAS
CDK1,MINDY4
CDK1,LIG1
CDK1,CIP2A
CDK1,CDKN3
CDK1,SPC24
CDK1,ZDHHC14
CDK1,CDC25C
CDK1,HPCAL1
CDK1,SMOC2
CDK1,C19orf81
CDK1,XRCC2
CDK1,BUB1
CDK1,C9orf40
CDK1,ERCC6L
CDK1,USP1
CDK1,HMMR
CDK1,SKA2
CDK1,HMGB2
CDK1,KIF11
CDK1,RRM2
CDK1,RAD51AP1
CDK1,CCNA2
CDK1,STIL
CDK1,PTEN
CDK1,E2F8
CDK1,EZH2
CDK1,TRIM59
CDK1,AKR1C3
CDK1,IGF1
CDK1,POLE2
CDK1,E2F2
CDK1,PCLAF
CDK1,ASF1B
CDK1,DEPDC1B
CDK1,CDK2
CDK1,OIP5
CDK1,KIFC1
CDK1,TOP2A
CDK1,CEP152
CDK1,MASTL
CDK1,CENPK
CDK1,CEP55
CDK1,KNSTRN
CDK1,ADGRL2
CDK1,PDE2A
CDK1,NUF2
CDK1,LHX2
CDK1,CCDC18
CDK1,ATAD5
CDK1,DPY19L2P2
CDK1,GAPDH-DT
CDK1,E2F1
CDK1,TROAP
CDK1,CEP85
CDK1,GINS4
CDK1,TRAIP
CDK1,ZGRF1
CDK1,ARHGAP11A
CDK1,LMNB2
CDK1,TIMP3
CDK1,WDR76
CDK1,NEIL3
CDK1,HELLS
CDK1,MTFR2
CDK1,BUB1B
CDK1,RECQL4
CDK1,CDCA2
CDK1,CCNB2
CDK1,CLSPN
CDK1,PIF1
CDK1,SLC25A40
CDK1,SOCS2
CDK1,CKAP2L
CDK1,CDCA4
CDK1,SHANK1
CDK1,KIF20B
CDK1,SOCS2-AS1
CDK1,KIF2C
CDK1,CIT
CDK1,ASPM
CDK1,CDC6
CDK1,DIAPH3
CDK1,FAM72A
CDK1,MCM10
CDK1,FAM72C
CDK1,FANCI
CDK1,LMNB1
CDK1,EFCC1
CDK1,CENPA
CDK1,TYMS
CDK1,TBX18
CDK1,F2RL2
CDK1,PEG3-AS1
CDK1,CCNB1
CDK1,PSRC1
CDK1,RERG
CDK1,ANKRD9
CDK1,BLM
CDK1,RTKN2
CDK1,CKS2
CDK1,TPX2
CDK1,KIF20A
CDK1,RCCD1
CDK1,FAM111B
CDK1,CCDC150
CDK1,SCAT2
CDK1,GINS1
CDK1,ARL6IP1
CDK1,TCF19
CDK1,TMPO-AS1
CDK1,NCAPH
CDK1,CEP72
CDK1,WDR62
CDK1,CKAP2
CDK1,AURKA
CDK1,NDC80
CDK1,NDRG2
CDK1,WNT3
CDK1,PGR
CDK1,KIF18B
CDK1,KIF14
CDK1,CDC7
CDK1,TMEM201
CDK1,LOC107986126
CDK1,NCAPG
CDK1,DEPDC1-AS1
CDK1,CENPE
CDK1,GAS2L3
CDK1,MYBL1
CDK1,PRR11
CDK1,NCAPG2
CDK1,IL36G
CDK1,LOC100288637
CDK1,CRNDE
CDK1,UHRF1
CDK1,CDC42EP2
CDK1,AQP1
CDK1,MKI67
CDK1,E2F7
CDK1,DHFR
CDK1,SPDL1
CDK1,TNXB
CDK1,SPAG5
CDK1,FBXO43
CDK1,NSD2
CDK1,CENPF
CDK1,BRCA1
CDK1,SGO1-AS1
CDK1,GMNN
CDK1,MCM4
CDK1,CDCA7L
CDK1,DIPK2B
CDK1,HROB
CDK1,TRIP13
CDK1,PRC1-AS1
CDK1,DEPDC1
CDK1,MELK
CDK1,UBE2T
CDK1,STMN1
CDK1,PRC1
GEN1,MIR31HG
GEN1,FOXM1
APBB1IP,PTAFR
APBB1IP,LOC101928517
APBB1IP,ARL4C
APBB1IP,GPR174
APBB1IP,CXCL10
APBB1IP,CTSD
APBB1IP,CALHM6
APBB1IP,CD52
APBB1IP,CD8B
APBB1IP,CYTIP
APBB1IP,IL12RB1
APBB1IP,TNFRSF18
APBB1IP,CD84
APBB1IP,KLHDC7B-DT
APBB1IP,GPR84
APBB1IP,LINC02084
APBB1IP,IL2RB
APBB1IP,FMNL1
APBB1IP,PODNL1
APBB1IP,HMOX1
APBB1IP,LINC01871
APBB1IP,CXCR3
APBB1IP,IL1B
APBB1IP,OAS2
APBB1IP,FAM78A
APBB1IP,UBD
APBB1IP,SERPINA1
APBB1IP,TNFSF13B
APBB1IP,TNFSF14
APBB1IP,TYMP
APBB1IP,STXBP2
APBB1IP,SPN
APBB1IP,CCRL2
APBB1IP,CSTA
APBB1IP,CD80
APBB1IP,VCAM1
APBB1IP,APOC1
APBB1IP,KYNU
APBB1IP,HK3
APBB1IP,TFEC
APBB1IP,BATF
APBB1IP,PTPRC
APBB1IP,TREM2
APBB1IP,CD70
APBB1IP,CCR7
APBB1IP,PLEK
APBB1IP,SIGLEC10
APBB1IP,LILRA6
APBB1IP,P2RY6
APBB1IP,CCL18
APBB1IP,LINC01943
APBB1IP,BCL2A1
APBB1IP,CTSZ
APBB1IP,CCR1
APBB1IP,PYHIN1
APBB1IP,ACY3
APBB1IP,LYZ
APBB1IP,UBASH3A
APBB1IP,IL1R2
APBB1IP,C1QC
APBB1IP,GZMA
APBB1IP,PCOLCE-AS1
APBB1IP,AIM2
APBB1IP,PRR5L
APBB1IP,SLAMF7
APBB1IP,ZBED2
APBB1IP,CD3D
APBB1IP,SASH3
APBB1IP,CD300A
APBB1IP,P2RY10
APBB1IP,ICOS
APBB1IP,IL21R
APBB1IP,MCOLN2
APBB1IP,TMEM156
APBB1IP,ITGAL
APBB1IP,DOK2
APBB1IP,CD48
APBB1IP,CD300LF
APBB1IP,SLC7A7
APBB1IP,OSCAR
APBB1IP,COL10A1
APBB1IP,CTSS
APBB1IP,CCR5
APBB1IP,TREML1
APBB1IP,ETV7
APBB1IP,APOL1
APBB1IP,SIT1
APBB1IP,TAGLN2
APBB1IP,HECW2-AS1
APBB1IP,ANKRD22
APBB1IP,C1QB
APBB1IP,SLC12A8
APBB1IP,CLDN14
APBB1IP,GBP5
APBB1IP,LCK
APBB1IP,FCGR3B
APBB1IP,NFAM1
APBB1IP,LOC107986951
APBB1IP,DOCK2
APBB1IP,SOCAR
APBB1IP,CD8A
APBB1IP,APOL6
APBB1IP,CCL5
APBB1IP,SIGLEC7
APBB1IP,CORO1A
APBB1IP,CD40
APBB1IP,USP30-AS1
APBB1IP,EVI2B
APBB1IP,IL7R
APBB1IP,IFI30
APBB1IP,LY75
APBB1IP,CD2
APBB1IP,DOCK10
APBB1IP,TRAF3IP3
APBB1IP,ADAMDEC1
APBB1IP,PTPN22
APBB1IP,MAFB
APBB1IP,BCL11B
APBB1IP,LOC100419170
APBB1IP,TAP1
APBB1IP,ITGB2
APBB1IP,MIR4260
APBB1IP,PSD4
APBB1IP,ZNF683
APBB1IP,CD180
APBB1IP,KLHL6
APBB1IP,PDCD1LG2
APBB1IP,PILRA
APBB1IP,ADM
APBB1IP,CD86
APBB1IP,DENND2D
APBB1IP,IL21R-AS1
APBB1IP,SP140
APBB1IP,ALPK2
APBB1IP,FPR3
APBB1IP,APOC2
APBB1IP,NPL
APBB1IP,GFI1
APBB1IP,CD4
APBB1IP,UNC93B1
APBB1IP,IRF1
APBB1IP,IL18
APBB1IP,EVI2A
APBB1IP,TRAT1
APBB1IP,SIRPG
APBB1IP,SLC37A2
APBB1IP,CASP1
APBB1IP,SAMSN1
APBB1IP,CD68
APBB1IP,LIPM
APBB1IP,GALNT6
APBB1IP,LINC00539
APBB1IP,GMIP
APBB1IP,CXCL9
APBB1IP,CD6
APBB1IP,APOC4-APOC2
APBB1IP,SLC1A3
APBB1IP,SIGLEC9
APBB1IP,SLC31A2
APBB1IP,RAC2
APBB1IP,TBC1D10C
APBB1IP,ZBP1
APBB1IP,SLAMF8
APBB1IP,CTSW
APBB1IP,IGSF6
APBB1IP,LILRB4
APBB1IP,ITGAX
APBB1IP,MSR1
APBB1IP,KCNAB2
APBB1IP,LINC02195
APBB1IP,NCF2
APBB1IP,SIGLEC8
APBB1IP,GPR171
APBB1IP,IL2RG
APBB1IP,TRAC
APBB1IP,PDCD1
APBB1IP,CRTAM
APBB1IP,EML2-AS1
APBB1IP,SDS
APBB1IP,LGMN
APBB1IP,STAC3
APBB1IP,SH2D1A
APBB1IP,SAMD9
APBB1IP,MYO1G
APBB1IP,CXCR6
APBB1IP,CD5
APBB1IP,MAP4K1
APBB1IP,CD96
APBB1IP,HAVCR2
APBB1IP,LAIR2
APBB1IP,RGS1
APBB1IP,LINC01615
APBB1IP,ITK
APBB1IP,SLA
APBB1IP,APOBEC3H
APBB1IP,CYP2S1
APBB1IP,ARHGAP30
APBB1IP,APOBR
APBB1IP,SIGLEC12
PTAFR,SLC37A2
PTAFR,EXOC3L4
PTAFR,C1QB
PTAFR,DOCK2
PTAFR,FOSL1
PTAFR,TNFRSF18
RNU2-1,RN7SL1
RNU2-1,BRCA2
RNU2-1,CDC42EP2
RNU2-1,RN7SL2
RNU2-1,RMI1
RNU2-1,IRF7
RNU2-1,PI4K2B
RNU2-1,ADCY4
RNU2-1,TFDP1
RNU2-1,SRGAP2B
RNU2-1,AKR1B10
RNU2-1,DNMT1
RNU2-1,LOC105378179
RNU2-1,DPY19L2P2
RRM1,LOC107985492
RRM1,CDC20
RRM1,MND1
RRM1,GPRIN1
RRM1,SKA3
RRM1,KIF23
RRM1,SGO2
RRM1,UBE2C
RRM1,SNORD160
RRM1,SHCBP1
RRM1,AURKB
RRM1,CKAP2L
RRM1,KIF15
RRM1,C5orf34
RRM1,HJURP
RRM1,SPC25
RRM1,SMC2
RRM1,WDHD1
RRM1,IRX5
RRM1,PLK4
RRM1,TICRR
RRM1,GINS2
RRM1,CDC45
RRM1,FAM72D
RRM1,HOXD13
RRM1,ENO1
RRM1,DBF4
RRM1,HOPX
RRM1,DDIAS
RRM1,LIPG
RRM1,NT5DC2
RRM1,CIP2A
RRM1,CDKN3
RRM1,CDC25C
RRM1,EXO1
RRM1,H3C3
RRM1,E2F3
RRM1,ERCC6L
RRM1,MYBL2
RRM1,TUBB4B
RRM1,MAD2L2
RRM1,KIF11
RRM1,RRM2
RRM1,RAD51AP1
RRM1,CCNA2
RRM1,FOXM1
RRM1,EZH2
RRM1,AKR1C3
RRM1,POLE2
RRM1,DEPDC1B
RRM1,DTL
RRM1,KIFC1
RRM1,CC2D2B
RRM1,TOP2A
RRM1,H2AC13
RRM1,LHX2
RRM1,CENPN
RRM1,E2F1
RRM1,FEN1
RRM1,COL11A1
RRM1,TRAIP
RRM1,ZGRF1
RRM1,RACGAP1
RRM1,ARHGAP11A
RRM1,LMNB2
RRM1,CDCA8
RRM1,FANCB
RRM1,CHAF1B
RRM1,SOX11
RRM1,ORC1
RRM1,ZFP2
RRM1,HELLS
RRM1,CHEK1
RRM1,CDCA2
RRM1,PIF1
RRM1,H3C14
RRM1,CDCA4
RRM1,KIF20B
RRM1,KIF2C
RRM1,ASPM
RRM1,CDC6
RRM1,PLK1
RRM1,CRADD-AS1
RRM1,FAM72A
RRM1,FANCI
RRM1,LMNB1
RRM1,CENPA
RRM1,TYMS
RRM1,CELF6
RRM1,CCNB1
RRM1,RERG
RRM1,TPX2
RRM1,KIF20A
RRM1,CCDC150
RRM1,NCAPH
RRM1,AURKA
RRM1,NDC80
RRM1,NDRG2
RRM1,NT5DC4
RRM1,KIF14
RRM1,PNPLA3
RRM1,CDC7
RRM1,TMEM201
RRM1,NCAPG
RRM1,POLA1
RRM1,CENPE
RRM1,CDC25A
RRM1,CRNDE
RRM1,UHRF1
RRM1,MKI67
RRM1,UBE2S
RRM1,SPDL1
RRM1,SPAG5
RRM1,SAPCD2
RRM1,HOXA10
RRM1,CENPF
RRM1,CFAP69
RRM1,SGO1-AS1
RRM1,GMNN
RRM1,MCM4
RRM1,HROB
RRM1,TRIP13
RRM1,DEPDC1
RRM1,MELK
RRM1,UBE2T
RRM1,LINC01971
RRM1,BUB1
RRM1,RANGAP1
RRM1,TUBA1B
RRM1,MAD2L1
RRM1,MCM8
RRM1,KIF18A
RRM1,PTEN
RRM1,ESCO2
RRM1,LOC100294145
RRM1,GTSE1
RRM1,SRL
RRM1,CENPM
RRM1,FAM72B
RRM1,LCORL
RRM1,KIF4A
RRM1,CCNE1
RRM1,DLGAP5
RRM1,INCENP
RRM1,ZWILCH
RRM1,CDCA5
RRM1,BIRC5
RRM1,SLF1
RRM1,RANBP1
RRM1,TTK
RRM1,ZWINT
RRM1,NEK2
LOC107985492,ATP6V0D2
LOC107985492,MAD2L2
LOC107985492,COL11A1
LOC107985492,RUNX2-AS1
LOC107985492,ANTXR2
LOC107985492,PIF1
LOC107985492,RIPK4
LOC107985492,DLX1
LOC107985492,GINS3
LOC107985492,ADCY5
LOC107985492,LOC105377508
LOC107985492,CRNDE
LOC107985492,IRX3
LOC107985492,RIN1
LOC107985492,GMNN
LOC107985492,CENPN
LOC107985492,LINC00673
LOC107985492,CDCA5
LOC107985492,CCDC34
LOC107985492,ZFHX4-AS1
SLC1A3,ADTRP
SLC1A3,CD48
SLC1A3,SIRPG
SLC1A3,SLC37A2
SLC1A3,SAMSN1
SLC1A3,CD68
SLC1A3,BMAL2
SLC1A3,LIPM
SLC1A3,GMIP
SLC1A3,LINC02316
SLC1A3,CCR5
SLC1A3,CXCL9
SLC1A3,CD6
SLC1A3,APOC4-APOC2
SLC1A3,SLC31A2
SLC1A3,RAC2
SLC1A3,SLC26A4-AS1
SLC1A3,TBC1D10C
SLC1A3,ZBP1
SLC1A3,IGSF6
SLC1A3,LILRB4
SLC1A3,BST1
SLC1A3,ITGAX
SLC1A3,LOC105377123
SLC1A3,MSR1
SLC1A3,KCNAB2
SLC1A3,LINC02195
SLC1A3,NCF2
SLC1A3,SIGLEC8
SLC1A3,GPR171
SLC1A3,TRAC
SLC1A3,MYCL
SLC1A3,EML2-AS1
SLC1A3,SDS
SLC1A3,STAC3
SLC1A3,SH2D1A
SLC1A3,SAMD9
SLC1A3,GCNT1
SLC1A3,OSM
SLC1A3,MYO1G
SLC1A3,CXCR6
SLC1A3,LAIR2
SLC1A3,RGS1
SLC1A3,LINC01615
SLC1A3,SLA
SLC1A3,ARHGAP30
SLC1A3,TMEM52B
SLC1A3,RFX8
SLC1A3,LOC101928517
SLC1A3,PSD4
SLC1A3,DNAJC5B
SLC1A3,FFAR4
SLC1A3,VEPH1
SLC1A3,CALHM6
SLC1A3,CD52
SLC1A3,CYTIP
SLC1A3,IL12RB1
SLC1A3,CD84
SLC1A3,GPR84
SLC1A3,FMNL1
SLC1A3,LINC01871
SLC1A3,CXCR3
SLC1A3,TNFSF13B
SLC1A3,CCRL2
SLC1A3,CSTA
SLC1A3,VCAM1
SLC1A3,CLEC5A
SLC1A3,APOC1
SLC1A3,KYNU
SLC1A3,TFEC
SLC1A3,BATF
SLC1A3,PTPRC
SLC1A3,TREM2
SLC1A3,CCR7
SLC1A3,PLEK
SLC1A3,SIGLEC10
