"interaction","name","selected","shared interaction","shared name"
"interacts with","AURKA (interacts with) BIRC5","false","interacts with","AURKA (interacts with) BIRC5"
"interacts with","AURKA (interacts with) DLGAP5","false","interacts with","AURKA (interacts with) DLGAP5"
"interacts with","AURKA (interacts with) KIF15","false","interacts with","AURKA (interacts with) KIF15"
"interacts with","AURKA (interacts with) CDK1","false","interacts with","AURKA (interacts with) CDK1"
"interacts with","AURKA (interacts with) ASF1B","false","interacts with","AURKA (interacts with) ASF1B"
"interacts with","AURKA (interacts with) FAM72D","false","interacts with","AURKA (interacts with) FAM72D"
"interacts with","AURKA (interacts with) LMNB1","false","interacts with","AURKA (interacts with) LMNB1"
"interacts with","AURKA (interacts with) MKI67","false","interacts with","AURKA (interacts with) MKI67"
"interacts with","AURKA (interacts with) SPC24","false","interacts with","AURKA (interacts with) SPC24"
"interacts with","AURKA (interacts with) SPC25","false","interacts with","AURKA (interacts with) SPC25"
"interacts with","AURKA (interacts with) CDCA2","false","interacts with","AURKA (interacts with) CDCA2"
"interacts with","AURKA (interacts with) MELK","false","interacts with","AURKA (interacts with) MELK"
"interacts with","AURKA (interacts with) SKA1","false","interacts with","AURKA (interacts with) SKA1"
"interacts with","AURKA (interacts with) LOC105369315","false","interacts with","AURKA (interacts with) LOC105369315"
"interacts with","AURKA (interacts with) CENPA","false","interacts with","AURKA (interacts with) CENPA"
"interacts with","AURKA (interacts with) E2F2","false","interacts with","AURKA (interacts with) E2F2"
"interacts with","AURKA (interacts with) CDC45","false","interacts with","AURKA (interacts with) CDC45"
"interacts with","AURKA (interacts with) PCLAF","false","interacts with","AURKA (interacts with) PCLAF"
"interacts with","AURKA (interacts with) ESPL1","false","interacts with","AURKA (interacts with) ESPL1"
"interacts with","AURKA (interacts with) ZIC2","false","interacts with","AURKA (interacts with) ZIC2"
"interacts with","AURKA (interacts with) KIFC1","false","interacts with","AURKA (interacts with) KIFC1"
"interacts with","AURKA (interacts with) UHRF1","false","interacts with","AURKA (interacts with) UHRF1"
"interacts with","AURKA (interacts with) LOC105371050","false","interacts with","AURKA (interacts with) LOC105371050"
"interacts with","AURKA (interacts with) SHCBP1","false","interacts with","AURKA (interacts with) SHCBP1"
"interacts with","AURKA (interacts with) FAM72C","false","interacts with","AURKA (interacts with) FAM72C"
"interacts with","AURKA (interacts with) LOC112268460","false","interacts with","AURKA (interacts with) LOC112268460"
"interacts with","AURKA (interacts with) MTFR2","false","interacts with","AURKA (interacts with) MTFR2"
"interacts with","AURKA (interacts with) KIF11","false","interacts with","AURKA (interacts with) KIF11"
"interacts with","AURKA (interacts with) SGO1","false","interacts with","AURKA (interacts with) SGO1"
"interacts with","AURKA (interacts with) CLSPN","false","interacts with","AURKA (interacts with) CLSPN"
"interacts with","AURKA (interacts with) CCNF","false","interacts with","AURKA (interacts with) CCNF"
"interacts with","AURKA (interacts with) SPAG5","false","interacts with","AURKA (interacts with) SPAG5"
"interacts with","AURKA (interacts with) PIMREG","false","interacts with","AURKA (interacts with) PIMREG"
"interacts with","AURKA (interacts with) CDCA5","false","interacts with","AURKA (interacts with) CDCA5"
"interacts with","AURKA (interacts with) FAM72B","false","interacts with","AURKA (interacts with) FAM72B"
"interacts with","AURKA (interacts with) PTTG1","false","interacts with","AURKA (interacts with) PTTG1"
"interacts with","AURKA (interacts with) TROAP","false","interacts with","AURKA (interacts with) TROAP"
"interacts with","AURKA (interacts with) ARHGAP11A","false","interacts with","AURKA (interacts with) ARHGAP11A"
"interacts with","AURKA (interacts with) MCM10","false","interacts with","AURKA (interacts with) MCM10"
"interacts with","AURKA (interacts with) RDM1","false","interacts with","AURKA (interacts with) RDM1"
"interacts with","AURKA (interacts with) CCNB2","false","interacts with","AURKA (interacts with) CCNB2"
"interacts with","AURKA (interacts with) ANLN","false","interacts with","AURKA (interacts with) ANLN"
"interacts with","AURKA (interacts with) ASPM","false","interacts with","AURKA (interacts with) ASPM"
"interacts with","AURKA (interacts with) CDKN3","false","interacts with","AURKA (interacts with) CDKN3"
"interacts with","UBE2C (interacts with) SHCBP1","false","interacts with","UBE2C (interacts with) SHCBP1"
"interacts with","IGF2BP1 (interacts with) LINC03044","false","interacts with","IGF2BP1 (interacts with) LINC03044"
"interacts with","IGF2BP1 (interacts with) HOXB13","false","interacts with","IGF2BP1 (interacts with) HOXB13"
"interacts with","LINC03044 (interacts with) SRD5A2","false","interacts with","LINC03044 (interacts with) SRD5A2"
"interacts with","LINC03044 (interacts with) LOC105371664","false","interacts with","LINC03044 (interacts with) LOC105371664"
"interacts with","LINC03044 (interacts with) ADAMTS19","false","interacts with","LINC03044 (interacts with) ADAMTS19"
"interacts with","HASPIN (interacts with) KIF11","false","interacts with","HASPIN (interacts with) KIF11"
"interacts with","HASPIN (interacts with) CLSPN","false","interacts with","HASPIN (interacts with) CLSPN"
"interacts with","HASPIN (interacts with) FAM72B","false","interacts with","HASPIN (interacts with) FAM72B"
"interacts with","HASPIN (interacts with) KIF14","false","interacts with","HASPIN (interacts with) KIF14"
"interacts with","HASPIN (interacts with) ARHGAP11A","false","interacts with","HASPIN (interacts with) ARHGAP11A"
"interacts with","HASPIN (interacts with) CEP55","false","interacts with","HASPIN (interacts with) CEP55"
"interacts with","HASPIN (interacts with) ANLN","false","interacts with","HASPIN (interacts with) ANLN"
"interacts with","HASPIN (interacts with) ASPM","false","interacts with","HASPIN (interacts with) ASPM"
"interacts with","HASPIN (interacts with) MAD2L1","false","interacts with","HASPIN (interacts with) MAD2L1"
"interacts with","HASPIN (interacts with) GTSE1","false","interacts with","HASPIN (interacts with) GTSE1"
"interacts with","HASPIN (interacts with) SHCBP1","false","interacts with","HASPIN (interacts with) SHCBP1"
"interacts with","HASPIN (interacts with) CKAP2L","false","interacts with","HASPIN (interacts with) CKAP2L"
"interacts with","HASPIN (interacts with) BUB1B","false","interacts with","HASPIN (interacts with) BUB1B"
"interacts with","HASPIN (interacts with) KIF23","false","interacts with","HASPIN (interacts with) KIF23"
"interacts with","HASPIN (interacts with) DEPDC1","false","interacts with","HASPIN (interacts with) DEPDC1"
"interacts with","HASPIN (interacts with) ERCC6L","false","interacts with","HASPIN (interacts with) ERCC6L"
"interacts with","HASPIN (interacts with) DRAXIN","false","interacts with","HASPIN (interacts with) DRAXIN"
"interacts with","HASPIN (interacts with) KIF4A","false","interacts with","HASPIN (interacts with) KIF4A"
"interacts with","HASPIN (interacts with) HMMR","false","interacts with","HASPIN (interacts with) HMMR"
"interacts with","HASPIN (interacts with) NCAPG","false","interacts with","HASPIN (interacts with) NCAPG"
"interacts with","HASPIN (interacts with) LOC107985017","false","interacts with","HASPIN (interacts with) LOC107985017"
"interacts with","HASPIN (interacts with) DIAPH3","false","interacts with","HASPIN (interacts with) DIAPH3"
"interacts with","HASPIN (interacts with) TPX2","false","interacts with","HASPIN (interacts with) TPX2"
"interacts with","HASPIN (interacts with) CDKN3","false","interacts with","HASPIN (interacts with) CDKN3"
"interacts with","HASPIN (interacts with) LIPG","false","interacts with","HASPIN (interacts with) LIPG"
"interacts with","HASPIN (interacts with) TTK","false","interacts with","HASPIN (interacts with) TTK"
"interacts with","HASPIN (interacts with) BUB1","false","interacts with","HASPIN (interacts with) BUB1"
"interacts with","HASPIN (interacts with) KIF18A","false","interacts with","HASPIN (interacts with) KIF18A"
"interacts with","HASPIN (interacts with) NT5DC4","false","interacts with","HASPIN (interacts with) NT5DC4"
"interacts with","HASPIN (interacts with) E2F7","false","interacts with","HASPIN (interacts with) E2F7"
"interacts with","HASPIN (interacts with) DEPDC1B","false","interacts with","HASPIN (interacts with) DEPDC1B"
"interacts with","HASPIN (interacts with) NCAPH","false","interacts with","HASPIN (interacts with) NCAPH"
"interacts with","HASPIN (interacts with) CDCA8","false","interacts with","HASPIN (interacts with) CDCA8"
"interacts with","HASPIN (interacts with) CCNB1","false","interacts with","HASPIN (interacts with) CCNB1"
"interacts with","HASPIN (interacts with) ESCO2","false","interacts with","HASPIN (interacts with) ESCO2"
"interacts with","HASPIN (interacts with) NUF2","false","interacts with","HASPIN (interacts with) NUF2"
"interacts with","HASPIN (interacts with) TOP2A","false","interacts with","HASPIN (interacts with) TOP2A"
"interacts with","HASPIN (interacts with) KIF18B","false","interacts with","HASPIN (interacts with) KIF18B"
"interacts with","HASPIN (interacts with) PBK","false","interacts with","HASPIN (interacts with) PBK"
"interacts with","HASPIN (interacts with) POLQ","false","interacts with","HASPIN (interacts with) POLQ"
"interacts with","HASPIN (interacts with) PLK1","false","interacts with","HASPIN (interacts with) PLK1"
"interacts with","HASPIN (interacts with) FAM72A","false","interacts with","HASPIN (interacts with) FAM72A"
"interacts with","HASPIN (interacts with) NEIL3","false","interacts with","HASPIN (interacts with) NEIL3"
"interacts with","HASPIN (interacts with) DLGAP5","false","interacts with","HASPIN (interacts with) DLGAP5"
"interacts with","HASPIN (interacts with) ZWINT","false","interacts with","HASPIN (interacts with) ZWINT"
"interacts with","HASPIN (interacts with) FAM72D","false","interacts with","HASPIN (interacts with) FAM72D"
"interacts with","HASPIN (interacts with) LMNB1","false","interacts with","HASPIN (interacts with) LMNB1"
"interacts with","HASPIN (interacts with) CDCA2","false","interacts with","HASPIN (interacts with) CDCA2"
"interacts with","HASPIN (interacts with) MELK","false","interacts with","HASPIN (interacts with) MELK"
"interacts with","HASPIN (interacts with) CENPE","false","interacts with","HASPIN (interacts with) CENPE"
"interacts with","HASPIN (interacts with) HMMR-AS1","false","interacts with","HASPIN (interacts with) HMMR-AS1"
"interacts with","HASPIN (interacts with) HJURP","false","interacts with","HASPIN (interacts with) HJURP"
"interacts with","HASPIN (interacts with) KIFC1","false","interacts with","HASPIN (interacts with) KIFC1"
"interacts with","HASPIN (interacts with) UHRF1","false","interacts with","HASPIN (interacts with) UHRF1"
"interacts with","HASPIN (interacts with) FAM72C","false","interacts with","HASPIN (interacts with) FAM72C"
"interacts with","KIF11 (interacts with) SHCBP1","false","interacts with","KIF11 (interacts with) SHCBP1"
"interacts with","KIF11 (interacts with) SRL","false","interacts with","KIF11 (interacts with) SRL"
"interacts with","IFI30 (interacts with) LINC02541","false","interacts with","IFI30 (interacts with) LINC02541"
"interacts with","IFI30 (interacts with) ADAMDEC1","false","interacts with","IFI30 (interacts with) ADAMDEC1"
"interacts with","IFI30 (interacts with) KCNN4","false","interacts with","IFI30 (interacts with) KCNN4"
"interacts with","IFI30 (interacts with) LINC00944","false","interacts with","IFI30 (interacts with) LINC00944"
"interacts with","IFI30 (interacts with) CXCL9","false","interacts with","IFI30 (interacts with) CXCL9"
"interacts with","LINC02541 (interacts with) C5orf46","false","interacts with","LINC02541 (interacts with) C5orf46"
"interacts with","LINC02541 (interacts with) SDS","false","interacts with","LINC02541 (interacts with) SDS"
"interacts with","LINC02541 (interacts with) KCNN4","false","interacts with","LINC02541 (interacts with) KCNN4"
"interacts with","LINC02541 (interacts with) APOC4-APOC2","false","interacts with","LINC02541 (interacts with) APOC4-APOC2"
"interacts with","LINC02541 (interacts with) SERPINA1","false","interacts with","LINC02541 (interacts with) SERPINA1"
"interacts with","LINC02541 (interacts with) CLDN14","false","interacts with","LINC02541 (interacts with) CLDN14"
"interacts with","LINC02541 (interacts with) C15orf48","false","interacts with","LINC02541 (interacts with) C15orf48"
"interacts with","LINC02541 (interacts with) LINC01943","false","interacts with","LINC02541 (interacts with) LINC01943"
"interacts with","LINC02541 (interacts with) SOCAR","false","interacts with","LINC02541 (interacts with) SOCAR"
"interacts with","LINC02541 (interacts with) NECTIN4","false","interacts with","LINC02541 (interacts with) NECTIN4"
"interacts with","LINC02541 (interacts with) MIR147B","false","interacts with","LINC02541 (interacts with) MIR147B"
"interacts with","LINC02541 (interacts with) LOC105378305","false","interacts with","LINC02541 (interacts with) LOC105378305"
"interacts with","LINC02541 (interacts with) ATP6V0D2","false","interacts with","LINC02541 (interacts with) ATP6V0D2"
"interacts with","LINC02541 (interacts with) RUNX3","false","interacts with","LINC02541 (interacts with) RUNX3"
"interacts with","LINC02541 (interacts with) APOC2","false","interacts with","LINC02541 (interacts with) APOC2"
"interacts with","LINC02541 (interacts with) ILDR1","false","interacts with","LINC02541 (interacts with) ILDR1"
"interacts with","LINC02541 (interacts with) AQP9","false","interacts with","LINC02541 (interacts with) AQP9"
"interacts with","LINC02541 (interacts with) STEAP3","false","interacts with","LINC02541 (interacts with) STEAP3"
"interacts with","LINC02541 (interacts with) SIGLEC12","false","interacts with","LINC02541 (interacts with) SIGLEC12"
"interacts with","RUNX3-AS1 (interacts with) LOC102723834","false","interacts with","RUNX3-AS1 (interacts with) LOC102723834"
"interacts with","RUNX3-AS1 (interacts with) RUNX3","false","interacts with","RUNX3-AS1 (interacts with) RUNX3"
"interacts with","LOC102723834 (interacts with) RUNX3","false","interacts with","LOC102723834 (interacts with) RUNX3"
"interacts with","LOC102723834 (interacts with) LOC102723724","false","interacts with","LOC102723834 (interacts with) LOC102723724"
"interacts with","LOC102723834 (interacts with) STEAP3","false","interacts with","LOC102723834 (interacts with) STEAP3"
"interacts with","LOC102723834 (interacts with) LOC105375690","false","interacts with","LOC102723834 (interacts with) LOC105375690"
"interacts with","LOC102723834 (interacts with) LOC107984475","false","interacts with","LOC102723834 (interacts with) LOC107984475"
"interacts with","LOC102723834 (interacts with) DLX5","false","interacts with","LOC102723834 (interacts with) DLX5"
"interacts with","LOC102723834 (interacts with) MIR31HG","false","interacts with","LOC102723834 (interacts with) MIR31HG"
"interacts with","LOC102723834 (interacts with) LOC105377123","false","interacts with","LOC102723834 (interacts with) LOC105377123"
"interacts with","LOC102723834 (interacts with) LOC105370924","false","interacts with","LOC102723834 (interacts with) LOC105370924"
"interacts with","LOC102723834 (interacts with) OBP2A","false","interacts with","LOC102723834 (interacts with) OBP2A"
"interacts with","LOC102723834 (interacts with) SLC12A8","false","interacts with","LOC102723834 (interacts with) SLC12A8"
"interacts with","LOC102723834 (interacts with) EN1","false","interacts with","LOC102723834 (interacts with) EN1"
"interacts with","LOC102723834 (interacts with) IFNE","false","interacts with","LOC102723834 (interacts with) IFNE"
"interacts with","LOC102723834 (interacts with) RFX8","false","interacts with","LOC102723834 (interacts with) RFX8"
"interacts with","LOC102723834 (interacts with) LOC105378305","false","interacts with","LOC102723834 (interacts with) LOC105378305"
"interacts with","LOC102723834 (interacts with) ATP6V0D2","false","interacts with","LOC102723834 (interacts with) ATP6V0D2"
"interacts with","LOC102723834 (interacts with) RUNX2","false","interacts with","LOC102723834 (interacts with) RUNX2"
"interacts with","ZWINT (interacts with) FOXE3","false","interacts with","ZWINT (interacts with) FOXE3"
"interacts with","ZWINT (interacts with) BBOX1-AS1","false","interacts with","ZWINT (interacts with) BBOX1-AS1"
"interacts with","ZWINT (interacts with) SHCBP1","false","interacts with","ZWINT (interacts with) SHCBP1"
"interacts with","ELAVL3 (interacts with) FAM95C","false","interacts with","ELAVL3 (interacts with) FAM95C"
"interacts with","ELAVL3 (interacts with) RFX8","false","interacts with","ELAVL3 (interacts with) RFX8"
"interacts with","ELAVL3 (interacts with) CDKN2A-AS1","false","interacts with","ELAVL3 (interacts with) CDKN2A-AS1"
"interacts with","ELAVL3 (interacts with) LINC01583","false","interacts with","ELAVL3 (interacts with) LINC01583"
"interacts with","ELAVL3 (interacts with) IGFBPL1","false","interacts with","ELAVL3 (interacts with) IGFBPL1"
"interacts with","ELAVL3 (interacts with) ANKRD18A","false","interacts with","ELAVL3 (interacts with) ANKRD18A"
"interacts with","ELAVL3 (interacts with) DPYSL5","false","interacts with","ELAVL3 (interacts with) DPYSL5"
"interacts with","ELAVL3 (interacts with) NRXN1","false","interacts with","ELAVL3 (interacts with) NRXN1"
"interacts with","ELAVL3 (interacts with) LRRC15","false","interacts with","ELAVL3 (interacts with) LRRC15"
"interacts with","ELAVL3 (interacts with) FAM201A","false","interacts with","ELAVL3 (interacts with) FAM201A"
"interacts with","ELAVL3 (interacts with) VEPH1","false","interacts with","ELAVL3 (interacts with) VEPH1"
"interacts with","ELAVL3 (interacts with) SLC12A8","false","interacts with","ELAVL3 (interacts with) SLC12A8"
"interacts with","ELAVL3 (interacts with) LOC105376042","false","interacts with","ELAVL3 (interacts with) LOC105376042"
"interacts with","ELAVL3 (interacts with) DRD2","false","interacts with","ELAVL3 (interacts with) DRD2"
"interacts with","FAM95C (interacts with) FAM30C","false","interacts with","FAM95C (interacts with) FAM30C"
"interacts with","FAM95C (interacts with) CRYBG2","false","interacts with","FAM95C (interacts with) CRYBG2"
"interacts with","SHCBP1 (interacts with) SKA3","false","interacts with","SHCBP1 (interacts with) SKA3"
"interacts with","SHCBP1 (interacts with) WDR62","false","interacts with","SHCBP1 (interacts with) WDR62"
"interacts with","SHCBP1 (interacts with) H3C3","false","interacts with","SHCBP1 (interacts with) H3C3"
"interacts with","SHCBP1 (interacts with) CEP55","false","interacts with","SHCBP1 (interacts with) CEP55"
"interacts with","SHCBP1 (interacts with) PCLAF","false","interacts with","SHCBP1 (interacts with) PCLAF"
"interacts with","SHCBP1 (interacts with) AURKB","false","interacts with","SHCBP1 (interacts with) AURKB"
"interacts with","SHCBP1 (interacts with) ESPL1","false","interacts with","SHCBP1 (interacts with) ESPL1"
"interacts with","SHCBP1 (interacts with) ZIC2","false","interacts with","SHCBP1 (interacts with) ZIC2"
"interacts with","SHCBP1 (interacts with) KIFC1","false","interacts with","SHCBP1 (interacts with) KIFC1"
"interacts with","SHCBP1 (interacts with) SGO1-AS1","false","interacts with","SHCBP1 (interacts with) SGO1-AS1"
"interacts with","SHCBP1 (interacts with) UHRF1","false","interacts with","SHCBP1 (interacts with) UHRF1"
"interacts with","SHCBP1 (interacts with) NEK2","false","interacts with","SHCBP1 (interacts with) NEK2"
"interacts with","SHCBP1 (interacts with) FAM72C","false","interacts with","SHCBP1 (interacts with) FAM72C"
"interacts with","SHCBP1 (interacts with) LOC112268460","false","interacts with","SHCBP1 (interacts with) LOC112268460"
"interacts with","SHCBP1 (interacts with) KIF4A","false","interacts with","SHCBP1 (interacts with) KIF4A"
"interacts with","SHCBP1 (interacts with) SGO1","false","interacts with","SHCBP1 (interacts with) SGO1"
"interacts with","SHCBP1 (interacts with) CLSPN","false","interacts with","SHCBP1 (interacts with) CLSPN"
"interacts with","SHCBP1 (interacts with) CCNF","false","interacts with","SHCBP1 (interacts with) CCNF"
"interacts with","SHCBP1 (interacts with) CDCA5","false","interacts with","SHCBP1 (interacts with) CDCA5"
"interacts with","SHCBP1 (interacts with) FAM72B","false","interacts with","SHCBP1 (interacts with) FAM72B"
"interacts with","SHCBP1 (interacts with) NCAPG","false","interacts with","SHCBP1 (interacts with) NCAPG"
"interacts with","SHCBP1 (interacts with) TROAP","false","interacts with","SHCBP1 (interacts with) TROAP"
"interacts with","SHCBP1 (interacts with) ARHGAP11A","false","interacts with","SHCBP1 (interacts with) ARHGAP11A"
"interacts with","SHCBP1 (interacts with) MCM10","false","interacts with","SHCBP1 (interacts with) MCM10"
"interacts with","SHCBP1 (interacts with) TPX2","false","interacts with","SHCBP1 (interacts with) TPX2"
"interacts with","SHCBP1 (interacts with) ASPM","false","interacts with","SHCBP1 (interacts with) ASPM"
"interacts with","SHCBP1 (interacts with) RRM2","false","interacts with","SHCBP1 (interacts with) RRM2"
"interacts with","SHCBP1 (interacts with) HJURP","false","interacts with","SHCBP1 (interacts with) HJURP"
"interacts with","SHCBP1 (interacts with) CDKN3","false","interacts with","SHCBP1 (interacts with) CDKN3"
"interacts with","SHCBP1 (interacts with) MAD2L1","false","interacts with","SHCBP1 (interacts with) MAD2L1"
"interacts with","SHCBP1 (interacts with) NUSAP1","false","interacts with","SHCBP1 (interacts with) NUSAP1"
"interacts with","SHCBP1 (interacts with) TACC3","false","interacts with","SHCBP1 (interacts with) TACC3"
"interacts with","SHCBP1 (interacts with) BUB1","false","interacts with","SHCBP1 (interacts with) BUB1"
"interacts with","SHCBP1 (interacts with) KIF14","false","interacts with","SHCBP1 (interacts with) KIF14"
"interacts with","SHCBP1 (interacts with) KIF18A","false","interacts with","SHCBP1 (interacts with) KIF18A"
"interacts with","SHCBP1 (interacts with) GTSE1","false","interacts with","SHCBP1 (interacts with) GTSE1"
"interacts with","SHCBP1 (interacts with) CDC20","false","interacts with","SHCBP1 (interacts with) CDC20"
"interacts with","SHCBP1 (interacts with) KIF4B","false","interacts with","SHCBP1 (interacts with) KIF4B"
"interacts with","SHCBP1 (interacts with) FAM111B","false","interacts with","SHCBP1 (interacts with) FAM111B"
"interacts with","SHCBP1 (interacts with) CKAP2L","false","interacts with","SHCBP1 (interacts with) CKAP2L"
"interacts with","SHCBP1 (interacts with) BUB1B","false","interacts with","SHCBP1 (interacts with) BUB1B"
"interacts with","SHCBP1 (interacts with) NCAPH","false","interacts with","SHCBP1 (interacts with) NCAPH"
"interacts with","SHCBP1 (interacts with) CDCA8","false","interacts with","SHCBP1 (interacts with) CDCA8"
"interacts with","SHCBP1 (interacts with) CCNB1","false","interacts with","SHCBP1 (interacts with) CCNB1"
"interacts with","SHCBP1 (interacts with) ESCO2","false","interacts with","SHCBP1 (interacts with) ESCO2"
"interacts with","SHCBP1 (interacts with) FOXM1","false","interacts with","SHCBP1 (interacts with) FOXM1"
"interacts with","SHCBP1 (interacts with) KIF23","false","interacts with","SHCBP1 (interacts with) KIF23"
"interacts with","SHCBP1 (interacts with) CDC25C","false","interacts with","SHCBP1 (interacts with) CDC25C"
"interacts with","SHCBP1 (interacts with) DEPDC1","false","interacts with","SHCBP1 (interacts with) DEPDC1"
"interacts with","SHCBP1 (interacts with) TOP2A","false","interacts with","SHCBP1 (interacts with) TOP2A"
