Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
11,BUB1;CALCRL;CITED2;COL4A5;DPP6;EMX2;ESR1;FANCI;FHL5;GGH;GREB1;HLF;HPGD;HTR2B;IGF1;LHX2;LMNB1;MAD2L1;MCM4;MELK;MFAP5;MMP9;MMRN2;MYBL1;NM_004166;NPY1R;NUSAP1;PALMD;PEG3;PMAIP1;PRL;PTGER3;PTGIS;RACGAP1;RAI2;RYR3;SCG2;SHCBP1;SPC25;SPON1;SPP1;STIL;SYT1;TACC3;TEK;THBD;TM4SF1;TOP2A;TPX2;TRIP13;UBE2C;WT1,Tumor_8;Tumor_9;Tumor_15;Tumor_23;Tumor_25,52,5
12,BUB1;BUB1B;CCNE2;CDC6;CDC7;CEP55;EZH2;FANCI;GINS1;GTSE1;HMMR;KIF18B;LHX2;LMNB1;MCM4;MELK;MOXD1;MYBL1;NCAPG;NEK2;NUSAP1;OIP5;PRC1;PRELP;PTTG1;PTTG3P;RACGAP1;RAD51AP1;RRM2;SPC25;TOP2A;TTK;ZWINT,Tumor_4;Tumor_8;Tumor_9;Tumor_18;Tumor_19;Tumor_23;Tumor_25,33,7
13,ABCB1;ABLIM1;AKR1C3;BE044614;CALCRL;CARD10;CAVIN2;DES;EFEMP1;EMCN;FHL5;FLT1;GIMAP6;GNA14;GREB1;M25813;MMRN1;MMRN2;MYH11;NM_003278;OSR2;RUNDC3B;SELE;TFPI;THBD,Tumor_1;Tumor_7;Tumor_8;Tumor_11;Tumor_18;Tumor_21;Tumor_25,25,7
14,AA889653;ADH1B;ALDH1A1;AURKA;AURKB;BE044614;CCNE2;CDC6;CDK1;CKS2;DEPTOR;DES;EZH2;GIMAP4;GIMAP6;GIPC2;ITM2A;KIF20A;KRT19;M25813;MCM2;MCM4;MELK;MFAP5;MOXD1;NM_007116;NT5E;PTTG3P;RAMP1;TDO2;THSD7A;TNFSF10;TNXB;TPX2;UBE2C,Tumor_6;Tumor_7;Tumor_10;Tumor_16;Tumor_21,35,5
15,ACKR1;ADIRF;AF206665;AF206666;AF206667;CADPS2;CCDC69;COL4A6;DPP6;EMX2;GABBR2;GPM6A;JAM2;MEOX1;MMP28;MMRN1;NM_004166;NM_024164;PGR;SELP;TSPAN7,Tumor_1;Tumor_4;Tumor_5;Tumor_10;Tumor_13;Tumor_16;Tumor_19,21,7
16,ATAD2;AURKB;CCNB1;CDC20;DTL;FOXM1;GINS1;MAD2L1;MKI67;NEK2;OIP5;PCLAF;PTTG3P;RAMP1;RAMP3;TK1;TNXB;UBE2C,Tumor_4;Tumor_5;Tumor_7;Tumor_11;Tumor_12;Tumor_16;Tumor_22;Tumor_25,18,8
17,ASF1B;AURKB;CCNB2;CDKN3;CENPA;CENPF;DLGAP5;FANCI;FOXM1;GINS2;KIF14;KIF15;KIF18B;KIF2C;LMNB1;PTTG1;RRM2;SHCBP1;STIL;TK1;TTK;UBE2S,Tumor_4;Tumor_7;Tumor_10;Tumor_18;Tumor_19;Tumor_25,22,6
18,BIRC5;CCNA2;CCNB1;CCNB2;CDC20;CDKN3;CENPF;DLGAP5;KIF15;KIF18B;LMNB1;OIP5;TTK;ZWINT,Tumor_6;Tumor_8;Tumor_9;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_25,14,9
19,ASPM;AURKA;BIRC5;CCNA2;CCNB2;CCNE2;CENPE;CENPF;DTL;ECT2;GTSE1;HMMR;KIF15;LMNB1;MKI67;NCAPG;NEK2;OMD;PBK;RACGAP1;TYMS,Tumor_5;Tumor_11;Tumor_17;Tumor_18;Tumor_19;Tumor_25,21,6
20,ABLIM1;ACKR4;AF016535;AKR1C3;ALDH1A2;APOD;CMAHP;DEPTOR;EFEMP1;FLT1;GATA2;GIMAP4;GREB1;KIF20A;MOXD1;NCAPG;NM_003294;NM_024164;PALMD;PDE2A;SOX18;SPC25;TFPI;TNS1,Tumor_7;Tumor_15;Tumor_20;Tumor_21;Tumor_25,24,5
21,ASF1B;ATAD2;CCNB2;CENPF;KIF18B;MCM2;OIP5;PTTG1;TPX2,Tumor_3;Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_13;Tumor_14;Tumor_15;Tumor_16;Tumor_18;Tumor_23;Tumor_25,9,13
22,ASPM;CCNA2;CEP55;HMMR;KIF20A;RACGAP1;RAD51AP1;TOP2A,Tumor_3;Tumor_5;Tumor_7;Tumor_9;Tumor_10;Tumor_11;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_21;Tumor_22;Tumor_23,8,14
23,BUB1;BUB1B;CDC6;DTL;GTSE1;NEK2;NUSAP1;PBK,Tumor_3;Tumor_5;Tumor_6;Tumor_7;Tumor_9;Tumor_10;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_22;Tumor_23;Tumor_24;Tumor_25,8,14
24,BUB1;CDC20;CENPE;GINS1;GTSE1;OIP5;PBK;RRM2,Tumor_3;Tumor_4;Tumor_6;Tumor_8;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_21;Tumor_22;Tumor_24;Tumor_25,8,14
25,ABCB1;C1orf115;C7;CLU;DPP6;ESR1;GREB1;MMRN1;NM_004166;OGN;OSR2;SOX17;SOX18;THBD;THSD7A;TSPAN7,Tumor_4;Tumor_7;Tumor_14;Tumor_18;Tumor_20;Tumor_22;Tumor_25,16,7
26,AURKA;BUB1B;CDK1;CDKN3;CENPF;EZH2;GTSE1;KIF11;LMNB1;NUSAP1;STIL,Tumor_5;Tumor_6;Tumor_7;Tumor_14;Tumor_17;Tumor_18;Tumor_19;Tumor_21;Tumor_24;Tumor_25,11,10
27,ASF1B;BUB1B;CCNB2;CENPA;KIF18B;MYBL1;OIP5;PCLAF;PTTG1;TOP2A;TTK,Tumor_1;Tumor_2;Tumor_6;Tumor_10;Tumor_13;Tumor_14;Tumor_18;Tumor_19;Tumor_20;Tumor_22,11,10
28,ACKR4;BE044614;GIMAP6;M25813;NM_007116;TNXB,Tumor_1;Tumor_3;Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_9;Tumor_10;Tumor_11;Tumor_12;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_20;Tumor_23;Tumor_24;Tumor_25,6,18
29,ASF1B;BUB1;CDC7;CENPA;FANCI;GTSE1;KIF14;NUSAP1;PBK;SPC25;STIL;TACC3,Tumor_3;Tumor_7;Tumor_10;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_24,12,9
30,AF099143;AF206665;AF206666;AF206667;CALCRL;NM_003294;NM_024164,Tumor_3;Tumor_4;Tumor_6;Tumor_7;Tumor_8;Tumor_9;Tumor_10;Tumor_15;Tumor_16;Tumor_17;Tumor_20;Tumor_22;Tumor_23;Tumor_24;Tumor_25,7,15
31,CCNA2;CCNE2;HMMR;MYBL1;PRC1;RACGAP1;TOP2A,Tumor_1;Tumor_2;Tumor_3;Tumor_4;Tumor_5;Tumor_8;Tumor_9;Tumor_10;Tumor_13;Tumor_15;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_25,7,15
32,ACKR1;BE044614;GIMAP6;HLA-E;M25813;NM_004166;PDE2A,Tumor_1;Tumor_3;Tumor_4;Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_13;Tumor_14;Tumor_18;Tumor_19;Tumor_23;Tumor_24,7,15
33,BIRC5;CCNA2;CDC20;CDC7;CDK1;CENPA;CENPF;CEP55;FOXM1;KIF20A;NCAPG;OIP5;RACGAP1;RAD51AP1;TTK,Tumor_6;Tumor_10;Tumor_11;Tumor_18;Tumor_19;Tumor_21;Tumor_22,15,7
34,ASF1B;CENPU;CKS2;MCM2;PCLAF;PSRC1;UBE2S,Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_9;Tumor_10;Tumor_11;Tumor_12;Tumor_13;Tumor_14;Tumor_15;Tumor_16;Tumor_19;Tumor_20;Tumor_24,7,15
35,ADORA2B;ASF1B;AURKB;BIRC5;CCNB2;CDC6;CDK1;FANCI;KIF18B;KIF20A;KIF4A;PTTG1;SPC25;TACC3;TYMS,Tumor_5;Tumor_6;Tumor_7;Tumor_15;Tumor_16;Tumor_17;Tumor_18,15,7
36,CDC20;CKS2;KIF20A;NUSAP1;PSRC1;SPC25;ZWINT,Tumor_1;Tumor_4;Tumor_5;Tumor_6;Tumor_8;Tumor_9;Tumor_10;Tumor_11;Tumor_13;Tumor_15;Tumor_17;Tumor_18;Tumor_19;Tumor_20;Tumor_24,7,15
37,CENPA;CENPU;HMMR;KIF11;KIF14;RACGAP1;TOP2A;ZWINT,Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_23;Tumor_24;Tumor_25,8,13
38,AURKB;CCNE2;CDK1;EZH2;GINS2;GTSE1;KIF18B;TK1,Tumor_7;Tumor_8;Tumor_11;Tumor_12;Tumor_14;Tumor_15;Tumor_16;Tumor_18;Tumor_19;Tumor_21;Tumor_23;Tumor_24;Tumor_25,8,13
39,ASF1B;AURKB;CDC6;FANCI;FOXM1;GINS2;KIF18B;PTTG1;SPC25;TACC3,Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_9;Tumor_10;Tumor_16;Tumor_18;Tumor_19;Tumor_20,10,10
40,BUB1;BUB1B;CENPA;CENPF;KIF14;KIF15;LMNB1;NUSAP1;RRM2;SHCBP1;STIL,Tumor_3;Tumor_5;Tumor_6;Tumor_7;Tumor_10;Tumor_16;Tumor_18;Tumor_19;Tumor_24,11,9
41,CCNA2;CEP55;ECT2;EZH2;HMMR;KIF18B;PRC1;RACGAP1;TRIP13,Tumor_2;Tumor_3;Tumor_5;Tumor_7;Tumor_8;Tumor_9;Tumor_14;Tumor_16;Tumor_18;Tumor_20;Tumor_24,9,11
42,ATAD2;CDC20;CDC7;GGH;MAD2L1;MCM4;NT5DC2,Tumor_5;Tumor_7;Tumor_11;Tumor_12;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_21;Tumor_22;Tumor_23;Tumor_24,7,14
43,DES;FXYD1;GPM6A;MAOB;MFAP5;NM_004166;PRELP,Tumor_4;Tumor_5;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_12;Tumor_14;Tumor_16;Tumor_17;Tumor_19;Tumor_20;Tumor_21;Tumor_25,7,14
44,ASF1B;ATAD2;CCNB2;CKS2;KIF18B;KIF4A;MCM2,Tumor_1;Tumor_5;Tumor_6;Tumor_7;Tumor_9;Tumor_10;Tumor_11;Tumor_13;Tumor_14;Tumor_15;Tumor_16;Tumor_20;Tumor_22;Tumor_23,7,14
45,AURKB;BUB1;CDC6;CDK1;DLGAP5;GTSE1;SHCBP1;STIL,Tumor_4;Tumor_5;Tumor_7;Tumor_10;Tumor_14;Tumor_15;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_21;Tumor_24,8,12
46,CDK1;CDKN3;CENPA;CENPE;DTL;GTSE1;KIF14;KIF15,Tumor_5;Tumor_7;Tumor_10;Tumor_12;Tumor_13;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_20;Tumor_24;Tumor_25,8,12
47,ASF1B;ASPM;HMMR;PTTG1;PTTG3P;RACGAP1;TACC3;TOP2A,Tumor_3;Tumor_5;Tumor_6;Tumor_9;Tumor_10;Tumor_14;Tumor_15;Tumor_16;Tumor_18;Tumor_20;Tumor_23;Tumor_25,8,12
48,ACKR1;CCND2;DCN;EZH2;GATA2;GIMAP6;HLA-E;MOXD1;NM_004166;PDE2A;SELP;WT1,Tumor_6;Tumor_7;Tumor_10;Tumor_13;Tumor_14;Tumor_19;Tumor_20;Tumor_23,12,8
49,BUB1;CDK1;DTL;FOXM1;NEK2;NT5DC2;RRM2;TDO2,Tumor_2;Tumor_4;Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_25,8,12
50,AURKB;CCNB2;DLGAP5;FOXM1;SHCBP1;SPC25;STIL;TDO2,Tumor_1;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_15;Tumor_17;Tumor_18;Tumor_19;Tumor_21;Tumor_24;Tumor_25,8,12
51,BUB1;CDC7;CENPA;CENPF;KIF14;KIF15;LMNB1,Tumor_1;Tumor_5;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_15;Tumor_16;Tumor_18;Tumor_19;Tumor_21;Tumor_24;Tumor_25,7,13
52,AA889653;ACKR1;ID4;MAOB;MMP28;MMRN2;PRELP,Tumor_1;Tumor_2;Tumor_4;Tumor_7;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_22;Tumor_23;Tumor_24;Tumor_25,7,13
53,CCNB2;CDC6;CDC7;GINS2;HMMR;KIF11;TOP2A,Tumor_2;Tumor_5;Tumor_7;Tumor_10;Tumor_11;Tumor_12;Tumor_14;Tumor_15;Tumor_16;Tumor_18;Tumor_23;Tumor_24;Tumor_25,7,13
54,AA889653;DES;GABBR2;GREB1;MYH11;PEG3;WT1,Tumor_1;Tumor_4;Tumor_5;Tumor_7;Tumor_8;Tumor_11;Tumor_12;Tumor_13;Tumor_15;Tumor_18;Tumor_22;Tumor_23;Tumor_24,7,13
55,AA889653;ABCB1;DEPTOR;DES;DPT;MAOB;PRELP,Tumor_1;Tumor_3;Tumor_7;Tumor_8;Tumor_9;Tumor_14;Tumor_17;Tumor_18;Tumor_19;Tumor_20;Tumor_23;Tumor_24;Tumor_25,7,13
56,ASF1B;CCNB2;CDC6;KIF11;KIF18B;RACGAP1;TOP2A;TPX2;ZWINT,Tumor_7;Tumor_8;Tumor_10;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_23;Tumor_24;Tumor_25,9,10
57,CCNA2;CENPU;CEP55;DONSON;HMMR;KIF18B;TK1;TOP2A;ZWINT,Tumor_2;Tumor_5;Tumor_7;Tumor_8;Tumor_13;Tumor_16;Tumor_18;Tumor_19;Tumor_22;Tumor_24,9,10
58,ASF1B;CENPU;CEP55;ECT2;FOXM1;HMMR;KIF18B;PTTG1;RACGAP1,Tumor_2;Tumor_3;Tumor_5;Tumor_8;Tumor_9;Tumor_14;Tumor_16;Tumor_18;Tumor_20;Tumor_24,9,10
59,ADIRF;ASPM;CAPN6;CCND2;CCNE2;DONSON;EMX2;ESR1;FOS;HLA-E;MAOB;MCM2;OSR2;PEG3;PLCB4,Tumor_2;Tumor_3;Tumor_13;Tumor_17;Tumor_20;Tumor_22,15,6
60,BUB1;BUB1B;CENPA;CENPF;DTL;KIF2C;LMNB1;STIL,Tumor_3;Tumor_5;Tumor_7;Tumor_11;Tumor_13;Tumor_14;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_25,8,11
61,AURKA;BUB1;CCNE2;DTL;MELK;PTTG3P;TPX2;TYMS,Tumor_5;Tumor_6;Tumor_8;Tumor_13;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_21;Tumor_24;Tumor_25,8,11
62,BUB1;BUB1B;CCNE2;CENPA;ECT2;EZH2;KIF14;LMNB1,Tumor_5;Tumor_6;Tumor_7;Tumor_12;Tumor_15;Tumor_17;Tumor_18;Tumor_19;Tumor_21;Tumor_24;Tumor_25,8,11
63,BUB1;BUB1B;CDK1;CDKN3;DLGAP5;LMNB1;NEK2;TTK,Tumor_5;Tumor_7;Tumor_9;Tumor_10;Tumor_11;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_22;Tumor_23,8,11
64,ASPM;CENPU;CEP55;DONSON;FANCI;FOXM1;KIF18B;MCM2;MMP9;NCAPG;PTTG1;RAD51AP1;SHOX2;SPC25;TDO2;TK1;TRIP13,Tumor_10;Tumor_12;Tumor_15;Tumor_16;Tumor_19,17,5
65,ADIRF;GATA2;PALMD;RAMP3;SELP;SLCO2A1;TSPAN7,Tumor_5;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_12;Tumor_13;Tumor_15;Tumor_18;Tumor_20;Tumor_21;Tumor_24,7,12
66,AURKA;CCNA2;CEP55;KIF20A;MELK;PTTG3P;TRIP13,Tumor_2;Tumor_5;Tumor_6;Tumor_8;Tumor_9;Tumor_13;Tumor_14;Tumor_16;Tumor_18;Tumor_19;Tumor_21;Tumor_24,7,12
67,ABLIM1;AOX1;DEPTOR;HPGD;JAM2;PRELP;TSPAN7,Tumor_2;Tumor_4;Tumor_7;Tumor_9;Tumor_11;Tumor_14;Tumor_15;Tumor_17;Tumor_18;Tumor_19;Tumor_20;Tumor_25,7,12
68,BUB1B;CDK1;CENPA;CENPF;FANCI;RRM2;STIL;TACC3;TK1,Tumor_3;Tumor_5;Tumor_7;Tumor_8;Tumor_10;Tumor_18;Tumor_19;Tumor_22;Tumor_24,9,9
69,ALDH1A2;BE044614;DEPTOR;GINS2;JAM2;M25813;NM_004166;NM_007116;TNXB,Tumor_6;Tumor_7;Tumor_9;Tumor_10;Tumor_11;Tumor_12;Tumor_16;Tumor_21;Tumor_22,9,9
70,BIRC5;CDC20;CDK1;CDKN3;CENPE;CENPF;DLGAP5;GINS1;KIF4A,Tumor_4;Tumor_6;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_22;Tumor_23,9,9
71,ASF1B;BIRC5;CCNB1;CDC20;CEP55;KIF20A;PRC1;UBE2C;UBE2S,Tumor_4;Tumor_5;Tumor_6;Tumor_7;Tumor_12;Tumor_15;Tumor_16;Tumor_22;Tumor_24,9,9
