Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
11,ADAM12;ALDH1A1;BIRC5;CCNB2;CENPF;CKS2;DCX;DLGAP5;FOXM1;KIF4A;MAD2L1;MEOX2;MMP7;NETO2;PRC1;PTTG1;SCG2;SOX17;TMSB15A;UBE2C,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_14;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_27,20,6
12,CCNB1;CMAHP;COL4A5;FHL5;FOXM1;GIMAP6;MEOX2;MMP28;NAP1L2;NEK2;NFASC;NM_004166;NPY1R;PGR;RIPOR2;RRM2;RUNDC3B;RYR3;STK26;TMSB15A,NormalMyometrium_1;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_22,20,6
13,ACKR4;ADAM12;BIRC5;CCNB2;CDK1;CMAHP;FHL5;FOXM1;GDF15;KIF11;KIF4A;MMRN1;NETO2;NT5DC2;PCLAF;PMAIP1;PRC1;PRL;PTTG1;RRM2;TDO2;THBD;TMSB15A;ZBTB16,NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_27,24,5
14,AA889653;CCNB2;CMAHP;COL4A5;COL4A6;DCX;DES;KIF4A;KRT19;MEOX1;MEOX2;MMP28;MYRIP;NAP1L2;NFASC;RIPOR2;RYR3;SOX17;SPON1;UBE2C,NormalMyometrium_1;NormalMyometrium_14;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_26;NormalMyometrium_29,20,6
15,AA889653;ABCA8;ABCG2;ACKR4;ADAM12;ADH1B;APOD;BIRC5;BUB1B;CKS2;CMAHP;FAM107A;FLT1;GIMAP6;ID4;KLF2;KLF4;KRT19;MEOX1;MEOX2;MMP28;MYRIP;NETO2;NM_004166;NT5DC2;NUSAP1;RAMP3;SLCO2A1;ZBTB16,NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_18;NormalMyometrium_20,29,4
16,CALCRL;CDK1;CENPU;CEP55;CHI3L1;CKS2;DES;DLGAP5;ECT2;HMMR;KIF11;KIF4A;KRT19;OMD;PBK;PID1;SOX17;STK26;THBD;TYMS;ZWINT,NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_21,21,5
17,ABCA8;CDC20;CMAHP;DLGAP5;FHL5;HMMR;KIF20A;MAD2L1;MEOX2;NAP1L2;NPY1R;OMD;RERGL;SCD;SYT1;TOP2A;ZFPM2,NormalMyometrium_6;NormalMyometrium_14;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26,17,6
18,AF099143;AF206665;AF206666;AF206667;C7;DPT;HLF;HTR2B;TPSAB1,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_29,9,11
19,BIRC5;CCNB2;KIF11;KIF20A;RRM2;TPX2;UBE2C,NormalMyometrium_1;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,7,14
20,ABCA8;ACKR4;ADIRF;AOX1;CMAHP;FAM107A;FHL5;FLT1;KRT19;MEOX2;NM_003278;PTTG1;RERGL;RUNDC3B;THBD;THSD7A,NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_23,16,6
21,CAVIN2;CMAHP;FLT1;GIMAP6;KLF2;MMP28;NM_004166,NormalMyometrium_5;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_23;NormalMyometrium_29,7,13
22,ALDH1A1;APOD;CAVIN2;CDC20;KIF20A;SPP1;TOP2A,NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28,7,13
23,APOD;C7;CAPN6;CCNB1;CDC20;CMAHP;HMMR;MMP28;MMRN1;NFASC;NPY1R;PTTG1;ZFPM2,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_26,13,7
24,AF099143;AF206665;AF206666;AF206667;CPA3;DPT;HLF;NM_003294;NM_024164;TPSAB1,NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_26;NormalMyometrium_29,10,9
25,ASPM;CCNB1;CDK1;KIF11;LMNB1;MELK;NUSAP1;ZWINT,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_6;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_22,8,11
26,AF099143;AF206665;AF206666;AF206667;HLF;ID1;NM_003294;NM_024164,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_29,8,11
27,ADH1B;CALCRL;CDC20;EFEMP1;FAM107A;FLT1;GPM6A;HBB;NM_003278;NM_004166;SLCO2A1,NormalMyometrium_7;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_18;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_25,11,8
28,BIRC5;CCL21;CKS2;MAD2L1;PEG3,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_28,5,17
29,ABCA8;CDC20;EMCN;HMMR;ID4;KIF20A;MEOX1;NAP1L2;NM_004166;NT5DC2;OMD;PID1;PTGER3;RUNDC3B,NormalMyometrium_9;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_25;NormalMyometrium_26,14,6
30,BIRC5;BUB1B;CDK1;MAD2L1;PCLAF;RRM2;SCD;TYMS,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_22;NormalMyometrium_27,8,10
31,FOS;IGF1;KLF4;MFAP5;NT5DC2,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_28;NormalMyometrium_29,5,16
32,ABCA8;ACKR1;ADIRF;CEP55;FHL5;FOXM1;GIMAP6;HLF;MEOX1;MEOX2;MMP7;OMD;RIPOR2;SELE;STK26;TPX2,NormalMyometrium_7;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_23;NormalMyometrium_26,16,5
33,ABCA8;AF206665;CCNB1;CCNB2;CDK1;CMAHP;FLT1;ID1;NM_003278;NUSAP1;PRC1;RUNDC3B;SOX18,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_16;NormalMyometrium_21;NormalMyometrium_28;NormalMyometrium_29,13,6
34,ABCA8;ACKR1;EFEMP1;EMCN;GNA14;HPGD;MMRN1,NormalMyometrium_1;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_27;NormalMyometrium_29,7,11
35,CAPN6;CENPF;CKS2;DCX;KIF4A;MELK;PTTG1,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_7;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_28;NormalMyometrium_29,7,11
36,ADH1B;C7;MMRN1;OMD;PRELP;RASA4;THBD,NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28,7,11
37,CCNB1;CDC20;DLGAP5;GINS1;LMNB1;PBK,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_22;NormalMyometrium_25,6,12
38,ASPM;BUB1B;CCNB1;CDK1;CEP55;KIF20A;PCLAF;TOP2A,NormalMyometrium_1;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_27;NormalMyometrium_29,8,9
39,ABCA8;ACKR4;CDC7;EFEMP1;ID4;KLF4;MMRN1;PALMD;PID1;RASA4;SYT1;THBD,NormalMyometrium_2;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_20;NormalMyometrium_24,12,6
40,ADH1B;APOD;CALCRL;CAVIN2;CENPF;FLT1;NPY1R;RAMP3;RASA4;SLCO2A1;THBD;ZFPM2,NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_20,12,6
41,AA889653;ACKR4;CEP55;CMAHP;KLF4;MMP28;PID1;STK26;TPX2;TYMS,NormalMyometrium_1;NormalMyometrium_5;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_19,10,7
42,CCNB1;CDK1;CENPF;CEP55;PCLAF;TOP2A;ZWINT,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_11;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_25,7,10
43,CMAHP;PTGER3;RYR3;SELE;STK26,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28,5,14
44,CDC7;CENPU;COL4A5;EMCN;GIMAP6;GREB1;RAMP3;RIPOR2;SCG2;TDO2,NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,10,7
45,ACKR4;ADH1B;AOX1;THSD7A;ZFPM2,NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,14
46,ADAM12;CDK1;DTL;HLF;ZWINT,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_24,5,14
47,DEPTOR;DPP6;ECT2;FAM107A;KIF11,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_26,5,14
48,CCNB2;CDC7;CENPF;FOXM1;PCLAF;PTTG1;RRM2,NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_18;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28,7,10
49,ABCA8;ADH1B;AF099143;AF206665;AF206666;AF206667;CPA3;EFEMP1;HLF;HTR2B;ID4;NM_003294;NM_024164;TPSAB1,NormalMyometrium_6;NormalMyometrium_13;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_24,14,5
50,ADIRF;CMAHP;FHL5;GPM6A;MEOX1;MEOX2;MMP28;NM_003278;NPY1R;PRELP,NormalMyometrium_1;NormalMyometrium_7;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_22;NormalMyometrium_24,10,7
51,ACKR4;CITED2;CMAHP;EFEMP1;MMP28;MMRN1;NM_004166,NormalMyometrium_7;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22,7,10
52,AF206665;AF206666;GPM6A;ID1;NM_003278,NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_26,5,14
53,CENPU;DLGAP5;KIF20A;KIF4A;MELK;UBE2C,NormalMyometrium_1;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_28,6,11
54,BIRC5;BUB1B;CCNB1;CKS2;NETO2;PBK,NormalMyometrium_1;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_22;NormalMyometrium_29,6,11
55,ADH1B;AOX1;C7;DPT;NFASC;PALMD,NormalMyometrium_1;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_23,6,11
56,ABCG2;ALDH1A1;CENPU;TNFSF10;TYMS,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,5,13
57,AA889653;COL4A6;DES;IGF1;SPON1,NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_10;NormalMyometrium_15;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,5,13
58,ABCA8;ID4;KLF2;MEOX2;MMP28;OMD;SYT1;ZFPM2,NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_24;NormalMyometrium_29,8,8
59,ADAM12;ASPM;BIRC5;BUB1B;CCNB1;CDC20;TOP2A;TYMS,NormalMyometrium_1;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23,8,8
60,ABCA8;ACKR4;AF206665;DPT;EMCN;FAM107A;ID4,NormalMyometrium_3;NormalMyometrium_7;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_28;NormalMyometrium_29,7,9
61,ACKR1;ACKR4;AOX1;HLF;PTGER3;SYT1;TRPC4,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_18;NormalMyometrium_25,7,9
62,BIRC5;CCNA2;CDC20;HMMR;LMNB1;MAD2L1;ZWINT,NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_23,7,9
63,ADAM12;BIRC5;BUB1B;CAPN6;HTR2B;ID1;KIF20A,NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_26,7,9
64,ACKR4;ADH1B;GIMAP6;MYRIP;PALMD;RYR3;ZFPM2,NormalMyometrium_1;NormalMyometrium_6;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28,7,9
65,ACKR4;ADAM12;APOD;CDC7;EMCN;OMD;SELE,NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_27,7,9
66,CCNA2;GIMAP6;KLF4;PBK;RIPOR2;STK26;TNFSF10,NormalMyometrium_4;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_25,7,9
67,CDC20;CPA3;ID4;MYRIP;NM_004166,NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_28,5,12
68,CAPN6;CHI3L1;GIMAP6;RAMP3;SLCO2A1,NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,12
69,CADPS2;FHL5;FLT1;GIMAP6;GPM6A;MEOX1;MYRIP;NM_003278;NPY1R;RYR3,NormalMyometrium_1;NormalMyometrium_4;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_22;NormalMyometrium_26,10,6
70,AA889653;DES;NFASC;SCG2;SPON1,NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_16;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_28,5,12
71,ASPM;CCL21;CENPF;CHI3L1;DEPTOR;HMMR;KIF11;MMRN1;SLCO2A1;TNFSF10,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_9;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_29,10,6
72,AA889653;AOX1;CADPS2;DES;FOS;NFASC,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22,6,10
73,ADIRF;ASPM;CCL21;FHL5;ID1,NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_16;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,5,12
74,C7;DPT;PRL;SCG2;TYMS,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_9;NormalMyometrium_11;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_29,5,12
75,AF099143;CENPU;MEOX2;SCG2;ZFPM2,NormalMyometrium_3;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,12
76,ACKR4;CKS2;MAD2L1;MEOX1;PEG3,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_25;NormalMyometrium_27,5,12
