"__glayCluster","name","selected","shared name"
"9","PLEK2","false","PLEK2"
"9","RUNX3","false","RUNX3"
"9","LOC102723654","false","LOC102723654"
"9","IRX3","false","IRX3"
"9","LOC105376369","false","LOC105376369"
"9","MMP12","false","MMP12"
"9","CPLX3","false","CPLX3"
"9","RUNX3-AS1","false","RUNX3-AS1"
"9","CHRDL1","false","CHRDL1"
"9","BBOX1-AS1","false","BBOX1-AS1"
"9","EN1","false","EN1"
"9","CFAP45","false","CFAP45"
"9","PODNL1","false","PODNL1"
"9","EXOC3L4","false","EXOC3L4"
"9","CLDN14","false","CLDN14"
"9","LINC02541","false","LINC02541"
"9","WNT7B","false","WNT7B"
"9","LOC105377123","false","LOC105377123"
"9","MMP1","false","MMP1"
"9","CRYBG1","false","CRYBG1"
"43","SDC1","false","SDC1"
"9","VEPH1","false","VEPH1"
"9","LINC01426","false","LINC01426"
"9","LINC00673","false","LINC00673"
"9","CYTOR","false","CYTOR"
"9","GPR84","false","GPR84"
"9","MCTP2","false","MCTP2"
"9","LOC102723834","false","LOC102723834"
"9","IL1RN","false","IL1RN"
"9","AK5","false","AK5"
"9","GIPR","false","GIPR"
"9","SPHK1","false","SPHK1"
"9","AQP9","false","AQP9"
"9","NECTIN4","false","NECTIN4"
"9","SLC11A1","false","SLC11A1"
"9","OBP2A","false","OBP2A"
"9","TFCP2L1","false","TFCP2L1"
"9","COL10A1","false","COL10A1"
"9","SLC6A7","false","SLC6A7"
"9","MIR155HG","false","MIR155HG"
"6","CD38","false","CD38"
"6","MICB","false","MICB"
"6","LINC01050","false","LINC01050"
"6","P2RY10","false","P2RY10"
"6","PLA2G7","false","PLA2G7"
"6","IDO1","false","IDO1"
"6","TMEM244","false","TMEM244"
"6","NEURL3","false","NEURL3"
"6","MT2A","false","MT2A"
"6","STXBP2","false","STXBP2"
"6","TMEM52B","false","TMEM52B"
"6","OLR1","false","OLR1"
"6","RASGEF1A","false","RASGEF1A"
"6","MCOLN2","false","MCOLN2"
"6","TRAC","false","TRAC"
"6","DAPP1","false","DAPP1"
"6","LOC100419170","false","LOC100419170"
"12","IGF1","false","IGF1"
"28","IL36G","false","IL36G"
"12","PSAT1","false","PSAT1"
"12","MIOX","false","MIOX"
"12","LRRIQ3","false","LRRIQ3"
"12","HSD11B2","false","HSD11B2"
"10","ADM2","false","ADM2"
"12","TNNI1","false","TNNI1"
"12","PTCHD4","false","PTCHD4"
"12","LINC00626","false","LINC00626"
"2","LOC105374898","false","LOC105374898"
"2","TLCD3B","false","TLCD3B"
"2","ACAN","false","ACAN"
"20","IFNE","false","IFNE"
"9","MIR31HG","false","MIR31HG"
"9","FST","false","FST"
"9","LOC105375690","false","LOC105375690"
"9","LINC00862","false","LINC00862"
"9","CYP2J2","false","CYP2J2"
"9","LINC02785","false","LINC02785"
"9","YBX2","false","YBX2"
"9","LINC02968","false","LINC02968"
"9","FCGR3B","false","FCGR3B"
"9","ADTRP","false","ADTRP"
"6","COL4A5","false","COL4A5"
"9","FFAR4","false","FFAR4"
"9","LGI3","false","LGI3"
"31","LINC00944","false","LINC00944"
"13","SOX9","false","SOX9"
"13","SOX9-AS1","false","SOX9-AS1"
"13","HOXC13","false","HOXC13"
"13","CHST6","false","CHST6"
"13","LRRC3B","false","LRRC3B"
"13","FOLR1","false","FOLR1"
"13","ERN2","false","ERN2"
"13","INAVA","false","INAVA"
"7","HOXC11","false","HOXC11"
"43","FAM167A","false","FAM167A"
"43","SOWAHB","false","SOWAHB"
"43","KRT18","false","KRT18"
"43","ITGA6-AS1","false","ITGA6-AS1"
"13","NMU","false","NMU"
"13","TPD52","false","TPD52"
"13","MCIDAS","false","MCIDAS"
"13","RAB3B","false","RAB3B"
"13","MAP3K9-DT","false","MAP3K9-DT"
"13","LOC107985532","false","LOC107985532"
"13","SH2D4A","false","SH2D4A"
"13","FOXD3-AS1","false","FOXD3-AS1"
"13","RAB11FIP4","false","RAB11FIP4"
"13","GCHFR","false","GCHFR"
"17","RIPK4","false","RIPK4"
"21","H2AC13","false","H2AC13"
"12","SMC1B","false","SMC1B"
"44","DHCR24","false","DHCR24"
"13","LRRC14B","false","LRRC14B"
"45","KLK5","false","KLK5"
"45","LOC105372326","false","LOC105372326"
"45","CMTM5","false","CMTM5"
"45","KLK7","false","KLK7"
"13","KCNB2","false","KCNB2"
"13","ZNF208","false","ZNF208"
"13","PXDNL","false","PXDNL"
"12","APOBEC3B","false","APOBEC3B"
"12","LOC105369315","false","LOC105369315"
"12","APOBEC3B-AS1","false","APOBEC3B-AS1"
"12","LINC01122","false","LINC01122"
"41","TCF7","false","TCF7"
"12","RIBC2","false","RIBC2"
"44","LINC01016","false","LINC01016"
"44","LOC105375027","false","LOC105375027"
"6","LOC105375172","false","LOC105375172"
"6","C5orf46","false","C5orf46"
"6","TMEM171","false","TMEM171"
"6","ILDR1","false","ILDR1"
"6","SIGLEC12","false","SIGLEC12"
"9","SLITRK2","false","SLITRK2"
"9","DRD2","false","DRD2"
"9","DUXAP10","false","DUXAP10"
