Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
11,E2F2;RUNX3-AS1;LPAR3;NBPF6;FAM72D;SLAMF9;LOC105371664;RRM2;EN1;SGO1-AS1;ILDR1;GPR87;LINC03109;LRRC15;FGF5;NEIL3;ISL1;TMEM171;PTTG1;H3C3;H3C8;LOC102723724;ULBP1;ANLN;DNAJC5B;LINC02849;IFNE;CDKN2B-AS1;112268037;LOC105378305;TACR2;MUC15;KIF18A;CDCA5;DRD2;BARX2;107987172;TROAP;HOXC11;LINC02370;LINC01583;MESP2;IGF2BP1;LINC01152;BIRC5;HMSD;SPC24;EYA2-AS1;TMPRSS3;CDC45;IGLV3-1;FRMPD4;GAGE2A;CSAG1,Control1;Control3;Control5;Control6;Control12;Control13,54,6
12,LPAR3;SLAMF9;MIR4260;ATP6V1B1-AS1;LINC01857;ZBED2;ILDR1;LINC02475;SOWAHB;TMEM171;LOC107986606;TMEM244;ULBP1;LUARIS;DLX6;LINC02849;LOC105375690;FAM201A;LOC105378305;MUC15;BARX2;FOXM1;LINC01551;LINC01583;LOC105371275;LRRC37A8P;HOXB13;SYT4;LOC105372115;CCDC194;LOC107985492;TMPRSS3;TLR8-AS1;GAGE2A;CSAG1;CSAG3,Control2;Control3;Control4;Control5;Control7;Control8;Control11;Control13,36,8
13,RUNX3-AS1;FOXD3-AS1;SLAMF9;LINC00626;LINC00862;NT5DC4;CXCR2P1;ILDR1;BFSP2;LINC03109;LOC105377508;H3C8;LOC107986606;LOC102723724;ULBP1;LINC03016;LUARIS;KCNB2;LINC02849;LOC105375690;MIR31HG;IFNE;ANKRD18A;LOC105378523;LINC00601;DDN;LINC01551;LOC107984851;HS3ST2;IRX3;NOS2P3;CCL18;TBX4;SYT4;SIGLEC15;EYA2-AS1;LOC107985492;LOC107985513;WNT7B;LINC02154;LOC105373150,Control3;Control9;Control11;Control12;Control13;Control15;Control17,41,7
14,HTR1D;FOXD3-AS1;LPAR3;SLAMF9;LINC00626;NYAP2;LOC105377508;LOC107986606;TMEM244;ULBP1;DNAJC5B;LOC105375894;KCNB2;LOC105375690;IFNE;FAM201A;LHX2;MUC15;LINC01551;MKRN3;ISL2;LINC01583;CCL18;LINC01152;LOC105372115;CCDC194;LOC107985492;TMPRSS3;FRMPD4;GAGE2A;CSAG3,Control1;Control2;Control5;Control8;Control10;Control11;Control12;Control13;Control16,31,9
15,CDCA8;KIF2C;AK5;AIM2;KCNF1;SOCAR;LINC01857;HJURP;PDCD1;LOC105377508;CCNO;HAPLN1;SLC6A7;HMMR-AS1;CRISP2;LUARIS;LGI3;ESCO2;KCNB2;LINC03044;IFNE;ANKRD18A;MKX;LOC105378305;ANKRD1;LINC00601;TMEM52B;SDS;LINC01050;COCH;LOC100506071;ISL2;PRC1-AS1;LOC105371275;RDM1;CCL18;ZNF560;CCDC194;UBE2C;GATA5;IGLV3-1;WNT7B;KLHDC7B;TLR8-AS1;LINC02154;KIF4A,Control7;Control8;Control11;Control13;Control15;Control17,46,6
16,HTR1D;RAB3B;LPAR3;PRR9;ATP6V1B1-AS1;IGKJ5;TUBA3E;LINC01857;LOC105377123;RDUR;BFSP2;GPR87;SCFD2-AS1;NMU;SOWAHB;LOC105377404;H3C3;H3C8;CRISP2;TMEM244;ULBP1;GPR22;LINC02849;FAM201A;LMO1;HOXC13;LINC01551;MKRN3;LOC107984763;MESP2;LINC02195;LOC105371737;LOC105372115;HMSD;CD70;CCDC194;KLK7;LOC107985513;LINC02575;IGLV3-1;107985627;GAGE2A;CSAG3,Control1;Control2;Control3;Control4;Control12;Control17,43,6
17,E2F2;CRYBG2;LPAR3;PRR9;SLAMF9;MIR4260;ATP6V1B1-AS1;IGKJ5;ZBED2;ILDR1;BFSP2;GPR87;SOWAHB;LOC105377404;SPINK1;H3C8;LINC02849;FAM201A;OBP2A;LOC105378305;MUC15;KRT71;LINC01050;LOC105370960;MESP2;LOC105371275;LRRC37A8P;SYT4;ZNF560;LINC02575;TLR8-AS1;LINC02154;GAGE2A;CSAG1,Control1;Control2;Control3;Control4;Control7;Control9;Control12,34,7
18,HTR1D;RUNX3-AS1;FOXD3-AS1;ATP6V1B1-AS1;BFSP2;LINC03109;LOC105377508;TMEM171;LINC03016;LUARIS;KCNB2;LINC02849;ATP6V0D2;LOC105375690;FAM201A;LINC01551;MKRN3;LINC01583;LINC02195;CCL18;LINC01152;SYT4;EYA2-AS1;LOC107985492;RIPK4;LOC105373150,Control4;Control6;Control7;Control8;Control9;Control11;Control12;Control13;Control17,26,9
19,HTR1D;FOXD3-AS1;ATP6V1B1-AS1;RDUR;BFSP2;LOC105377404;TMEM244;LINC02849;ATP6V0D2;IFNE;FAM201A;LHX2;FAM30C;MKRN3;LINC02195;LINC01152;LOC105372115;CCDC194;FAM83E;LOC107985492;CSAG3,Control1;Control2;Control3;Control6;Control8;Control9;Control10;Control11;Control12;Control13;Control15,21,11
20,SLAMF9;MIR4260;ATP6V1B1-AS1;ILDR1;LOC105377508;LINC02849;IFNE;FAM201A;LHX2;LOC105378523;LINC00944;LINC01551;FAM30C;MKRN3;LINC01583;SYT4;CCDC194;FAM83E;LOC107985492;WNT7B;TLR8-AS1,Control1;Control3;Control4;Control5;Control6;Control8;Control9;Control10;Control11;Control13;Control17,21,11
21,DRAXIN;E2F2;CDC20;FAM72A;CENPF;RRM2;DPYSL5;SGO1;ZBED2;TMED11P;LINC02475;NMU;CCNO;TTK;DLX6;DNAJC5B;CDKN2B-AS1;SAPCD2;LINC00601;MKI67;CDCA5;TMEM52B;107984129;TROAP;SDS;PCDH9;DLGAP5;CCNB2;PCLAF;ISL2;TOP2A;BIRC5;SKA1;ALPK2;TPX2;TMPRSS3;FRMPD4;KIF4A,Control1;Control3;Control5;Control6;Control13;Control16,38,6
22,HTR1D;FOXD3-AS1;ATP6V1B1-AS1;SGO1-AS1;BFSP2;LOC105377404;TMEM171;LOC107986606;TMEM244;LINC02849;LOC105375690;FAM201A;LINC01551;LINC01583;LOC105372115;LOC107985492;CSAG3,Control1;Control2;Control3;Control5;Control6;Control7;Control8;Control9;Control11;Control12;Control13;Control15;Control17,17,13
23,LPAR3;PRR9;SLAMF9;MIR4260;ATP6V1B1-AS1;ILDR1;TMEM244;ULBP1;LINC02849;FAM201A;MUC15;LINC01551;LINC01583;LOC105372115;CCDC194;LOC107985492;TLR8-AS1;GAGE2A;CSAG1;CSAG3,Control1;Control2;Control3;Control4;Control5;Control7;Control8;Control9;Control10;Control11;Control13,20,11
24,HTR1D;FOXD3-AS1;RDUR;BFSP2;GPR87;LOC105377404;TMEM244;LINC03016;KCNB2;LINC02849;ATP6V0D2;MIR31HG;IFNE;FAM201A;LHX2;SDS;PCDH8;MKRN3;LINC02195;CACNG5;LINC01152;SYT4;CCDC194;EYA2-AS1;LOC107985492;LOC107985513,Control2;Control3;Control5;Control6;Control9;Control10;Control12;Control13,26,8
25,HTR1D;LPAR3;SLAMF9;ATP6V1B1-AS1;LINC01857;GPR87;LINC02475;SOWAHB;LOC105377404;DLX6;DNAJC5B;ATP6V0D2;FAM201A;OBP2A;MUC15;BBOX1-AS1;LINC01551;MKRN3;LINC02195;LOC105372115;CCDC194;LINC02154;CSAG3,Control1;Control2;Control3;Control4;Control8;Control11;Control13;Control15;Control16,23,9
26,HTR1D;FOXD3-AS1;LINC02475;CCNO;TMEM171;LOC107986606;TMEM244;ULBP1;LOC105375894;LOC105375690;FAM201A;MUC15;BARX2;LINC01551;CCL18;HOXB13;LOC105372115;LOC107985492;TMPRSS3;IGLV3-1;CSAG3,Control1;Control4;Control5;Control7;Control8;Control11;Control12;Control13;Control16,21,9
27,HTR1D;FOXD3-AS1;RDUR;LOC105377404;LOC107986606;TMEM244;KCNB2;LOC105375690;IFNE;FAM201A;LINC01551;MKRN3;SYT4;LOC105372115;LOC107985492;LOC107985513;CSAG3,Control1;Control2;Control3;Control6;Control7;Control8;Control10;Control11;Control12;Control13;Control16,17,11
28,ARHGEF16;KIF14;CENPF;EXO1;RRM2;BUB1;CKAP2L;GMNC;TACC3;NCAPG;CCNB1;PTTG1;IGF2BP3;CDCA2;CDK1;CEP55;DLGAP5;IGHG3;BUB1B;PLK1;SHCBP1;UHRF1;ASF1B;LOC101929707;TPX2;GTSE1,Control2;Control3;Control4;Control7;Control9;Control11;Control16,26,7
29,LPAR3;SLAMF9;MIR4260;ATP6V1B1-AS1;ILDR1;H3C8;LINC02849;FAM201A;MUC15;LINC01050;LINC01551;LINC01583;LRRC37A8P;SYT4;LOC107985492;LINC02575;TLR8-AS1,Control1;Control2;Control3;Control4;Control5;Control7;Control9;Control10;Control11;Control17,17,10
30,MIR4260;ATP6V1B1-AS1;TMEM244;LUARIS;LINC02849;FAM201A;LHX2;MMP12;BARX2;FAM30C;LINC01583;CCL18;HOXB13;SOX9-AS1;CCDC194;WNT7B;TLR8-AS1;LOC105373150,Control1;Control2;Control5;Control6;Control8;Control9;Control11;Control15;Control16,18,9
31,IQGAP3;NEK2;EXO1;RRM2;CENPA;NT5DC4;HOXD13;COL8A1;LINC01016;FAM167A;LOC107986990;ZWINT;LOC105369685;DIAPH3;CDKN3;DLGAP5;LOC100288637;CCNB2;LOC107984851;AURKB;PRR11;BIRC5;MIR924HG;DCC;TPX2;CDC45;LOC105373150,Control1;Control5;Control6;Control7;Control8;Control10,27,6
32,RUNX3-AS1;LINC00626;LINC00862;NT5DC4;LOC105377508;TMEM171;LOC107986606;LOC105375690;IFNE;LHX2;LINC01551;ISL2;TBX4;LINC01152;EYA2-AS1;LOC107985492,Control3;Control4;Control5;Control6;Control8;Control11;Control12;Control13;Control15;Control17,16,10
33,CRYBG2;COL11A1;FAM72C;IQGAP3;KIF14;ACTA1;EXO1;RRM2;SCN7A;SPC25;HOXD13;LRRC15;CDC25C;C5orf46;PTTG1;ULBP2;FAM167A;PBK;LOC107986951;CDK1;MKI67;GLYATL2;GLB1L3;TROAP;LINC00221;CCNB2;KIF23;IL21R;AURKB;PRR11;BIRC5;SIGLEC12,Control1;Control5;Control6;Control11;Control15,32,5
34,CDC20;AK5;LOC105371664;EXO1;SOCAR;NCAPG;CCNO;HAPLN1;DLX5;ESCO2;SFRP1;TACR2;MKI67;DENND2B-AS1;VSIG10L2;FOXM1;OLR1;RXFP2;ACAN;PLK1;IL21R;KRT31;MYBL2;CDC45;KLHDC7B,Control2;Control3;Control4;Control12;Control16;Control17,25,6
35,ARHGEF16;RUNX3;FAM72B;INAVA;MIR4260;LINC01943;CXCR2P1;VEPH1;NEIL3;LINC02998;C5orf46;H2BC9;H2AC13;UBD;LOC102723724;DLX5;CDKN2A;LOC105369685;HOXC11;CHST6;KRT31;IFI30;KLK3;KLK5;APOBEC3B-AS1,Control4;Control5;Control6;Control10;Control15;Control16,25,6
36,HTR1D;FOXD3-AS1;HOXD13;LINC03109;FOXD1;HLA-G;ATP6V0D2;MIR31HG;ANKRD18A;LHX2;C10orf88B;MMP12;FAM30C;LINC01152;FAM83E;EYA2-AS1;RIPK4;WNT7B,Control2;Control4;Control5;Control9;Control10;Control11;Control13;Control17,18,8
37,HTR1D;LPAR3;NBPF6;RDUR;LOC105377404;H3C3;TMEM244;ULBP1;LINC02849;FAM201A;LOC105372115;CCDC194;CSAG3,Control1;Control2;Control3;Control5;Control7;Control9;Control10;Control11;Control12;Control15;Control17,13,11
38,HTR1D;FOXD3-AS1;NBPF6;LMOD3;RDUR;LOC105377404;LOC105377508;TMEM171;TMEM244;ATP6V0D2;LHX2;MKRN3;LINC01152;LOC107985492,Control1;Control4;Control6;Control9;Control10;Control11;Control12;Control13;Control15;Control16,14,10
39,SLAMF9;IGKJ5;LINC01857;ZBED2;ILDR1;SLC12A8;HAPLN1;SLC6A7;TFAP2A-AS1;DNAJC5B;LOC105369315;GALNT9;SERPINA1;FAM30C;PBX4;KLK6;SIRPG;WNT7B;KLHDC7B;LINC02154,Control2;Control3;Control6;Control7;Control8;Control12;Control13,20,7
40,E2F2;SLAMF9;INAVA;MIR4260;ATP6V1B1-AS1;ILDR1;LINC02998;H2AC13;LOC105378305;MUC15;LOC107984763;LINC01583;KRT31;HOXB13;TLR8-AS1;GAGE2A;CSAG1,Control1;Control3;Control4;Control5;Control7;Control8;Control9;Control12,17,8
